wallet,timing_class,first_buy_ts,first_buy_utc,first_buy_days_before_migration,last_buy_ts,last_buy_utc,last_buy_minutes_before_migration,buy_count_prebond,sell_count_prebond,buy_tokens_prebond,sell_tokens_prebond,net_tokens_prebond,buy_sol_prebond,sell_sol_prebond,buy_usd_prebond,sell_usd_prebond,maker_tags,maker_token_tags,maker_event_tags,gmgn_total_trade_snapshot,gmgn_realized_profit_snapshot,gmgn_unrealized_profit_snapshot,buy_sol_7d,buy_tokens_7d,net_tokens_7d,buy_count_7d,buy_sol_24h,buy_tokens_24h,net_tokens_24h,buy_count_24h,buy_sol_6h,buy_tokens_6h,net_tokens_6h,buy_count_6h,buy_sol_1h,buy_tokens_1h,net_tokens_1h,buy_count_1h,buy_sol_30m,buy_tokens_30m,net_tokens_30m,buy_count_30m,buy_sol_10m,buy_tokens_10m,net_tokens_10m,buy_count_10m,launch_bundle,late_signal_score,currently_top_holder,holder_token_account,holder_rank,holder_addr_type,holder_exchange,holder_current_balance,holder_current_supply_pct,holder_current_usd_value,holder_start_holding_ts,holder_start_holding_utc,holder_start_minutes_before_migration,holder_holder_timing_class,holder_is_on_curve,holder_is_new,holder_is_suspicious,holder_transfer_in,holder_buy_volume_cur,holder_buy_amount_cur,holder_sell_volume_cur,holder_sell_amount_cur,holder_buy_tx_count_cur,holder_sell_tx_count_cur,holder_history_bought_cost,holder_history_sold_income,holder_profit,holder_profit_change,holder_realized_profit,holder_unrealized_profit,holder_avg_cost,holder_avg_sold,holder_native_funder,holder_native_funding_amount,holder_native_funding_ts,holder_native_funding_utc,holder_native_funding_tx,holder_token_transfer_type,holder_tags,holder_maker_token_tags,holder_gmgn_name,holder_gmgn_twitter_username,holder_wallet_created_ts,holder_wallet_created_utc
HZGy7Kwh5UvhnPjCSmkB4e8G6t8ZeREsWTFhhK7as39B,launch-window,1783652331,2026-07-10T02:58:51+00:00,41.81875,1783652331,2026-07-10T02:58:51+00:00,60219.0,1,1,5920439.0,5920439.0,0.0,0.919788775,0.903924969,72.736896327,71.46430804914,"launchpad_smart,padre",bundler,,2,-3.49496620652,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GfQ5sBX61QUuVsdbfZqXcTeyYhFG45qpL7QqL5KphjH6,launch-window,1783652276,2026-07-10T02:57:56+00:00,41.81939,1783652276,2026-07-10T02:57:56+00:00,60219.917,1,2,6534556.158749,6534556.158749,0.0,0.914156855,1.005474421,72.3098072305,79.45633654168,axiom,bundler,,3,5.24823498693,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BqgX2W9ZanhX6MeeqdCJpjLti1SYZJTXhHenhHdiSf2S,launch-window,1783652269,2026-07-10T02:57:49+00:00,41.81947,1783652269,2026-07-10T02:57:49+00:00,60220.033,1,6,7337971.913183,7337971.913183,0.0,0.910592699,1.1194145500000001,72.03698841789,88.46175723116001,,bundler,,7,14.32871432487,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ8Gc1cYzDQmQVyWFnHyJAKV5QK5ysz5ML9NuK3xvJRt,old-holder,1783654614,2026-07-10T03:36:54+00:00,41.79233,1783660191,2026-07-10T05:09:51+00:00,60088.0,3,3,11054774.993469,11054774.993469,0.0,0.9051733100000001,0.88830707,71.4935898706,70.14405343631,"gmgn,paper_hands",bundler,,6,-2.71562363444,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkEDUVRUy7sb9KpivNZqs447Tb3oCzycnFi9DdGfKeKW,launch-window,1783652250,2026-07-10T02:57:30+00:00,41.81969,1783652250,2026-07-10T02:57:30+00:00,60220.35,1,2,8114504.734559,8114504.734559,0.0,0.905004891,1.330896162,71.5858868781,105.08219835252001,,bundler,,3,31.16470639486,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKMhLZ6ry7kUH6SKt2DGV1KS1aCQHDW3MfctEMBi4Qds,launch-window,1783652242,2026-07-10T02:57:22+00:00,41.81978,1783652248,2026-07-10T02:57:28+00:00,60220.383,3,1,8781139.483819,8781139.483819,0.0,0.893897717,1.34271809,70.70353812351999,105.9807388437,"axiom,fresh_wallet",bundler,,4,33.51927868109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtYmyXTchg5dvHvdL7QzGYDe2zzBBdw6qA7tvCV3W175,old-holder,1783653511,2026-07-10T03:18:31+00:00,41.80509,1783653620,2026-07-10T03:20:20+00:00,60197.517,5,1,3278554.703427,3278554.703427,0.0,0.888888883,0.470271211,70.02567854840001,37.0573714268,,,,6,-34.583386984,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5N2Wisa5YAeP5cX6guVF2XtvDf5VNwshf23tW89UWiLh,old-holder,1783655120,2026-07-10T03:45:20+00:00,41.78647,1783659855,2026-07-10T05:04:15+00:00,60093.6,3,1,12254980.854402,12254980.854402,0.0,0.880695707,0.435183099,69.53928202759,34.52742707466,,top_holder,,4,-36.45384951156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5vGhoV728n84tnkYNvGFoczHVi4kjBzEP5sub8zCxmd,old-holder,1783653000,2026-07-10T03:10:00+00:00,41.81101,1783653000,2026-07-10T03:10:00+00:00,60207.85,1,1,3501735.65665,3501735.65665,0.0,0.872656811,0.952917686,68.77408327491,75.09944283366,fresh_wallet,,,2,4.43053561497,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hp4YzGNXH16LKaUPdugvuF161h9Fk5Nu92P9McvwkCdE,launch-window,1783652280,2026-07-10T02:58:00+00:00,41.81934,1783652280,2026-07-10T02:58:00+00:00,60219.85,1,2,5739990.802124,5739990.802124,0.0,0.859069428,0.5300565180000001,67.96098244908,41.78570172906,axiom,,,3,-27.67365438663,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUbtbpPAohQ9PjNZsULfc8PuhEqNU3CQdyqTip69C895,launch-window,1783652257,2026-07-10T02:57:37+00:00,41.81961,1783652257,2026-07-10T02:57:37+00:00,60220.233,1,2,6446578.966562,6446578.966562,0.0,0.852553345,1.701778809,67.44549512295,134.21012175507,,bundler,,3,64.12220111039,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EQ73GRMn9tsptGJ2sVgdkuFXf7bzBuADsk4auhdgUKw,old-holder,1783659700,2026-07-10T05:01:40+00:00,41.73346,1783679831,2026-07-10T10:37:11+00:00,59760.667,2,1,19249124.464984,19249124.464984,0.0,0.850666665,0.661217343,67.16775986805,52.47420834048,"axiom,gmgn",top_holder,,3,-15.85511299863,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4fBBNt5ww5bGC1gESL3Ay2VdCz5G3fUH2KJvFrQcQE2,old-holder,1783679397,2026-07-10T10:29:57+00:00,41.50549,1783679397,2026-07-10T10:29:57+00:00,59767.9,1,1,20958578.105821,20958578.105821,0.0,0.847899487,0.881239143,67.51823614981,70.12901099994,axiom,"bundler,top_holder",,2,1.30116368402,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GggZ7jg1knces2gLMGUvELMVYh6gryEXqtayjHaGS6ea,launch-window,1783652270,2026-07-10T02:57:50+00:00,41.81946,1783652270,2026-07-10T02:57:50+00:00,60220.017,1,2,6923576.51355,6923576.51355,0.0,0.847431463,0.9213869800000001,67.05725166719,72.82253985528,,,,3,4.01557318636,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BxLPjF3SyEgUveneYPpo9s3tDtAR9h4gG9pwvRtJfXAJ,launch-window,1783652248,2026-07-10T02:57:28+00:00,41.81971,1783652248,2026-07-10T02:57:28+00:00,60220.383,1,3,7555781.254572,7555781.254572,0.0,0.841926181,1.2999818109999999,66.5963609171,102.42815015094,,,,4,33.3619312592,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3qAP4E772NVVB8rqMgPKpDPhdKaq6qzvMea6883C1yxX,old-holder,1783679397,2026-07-10T10:29:57+00:00,41.50549,1783679397,2026-07-10T10:29:57+00:00,59767.9,1,1,21637020.220991,21637020.220991,0.0,0.835001959,0.963772995,66.49120599517,76.6970549421,axiom,"bundler,top_holder",,2,8.84359815607,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bw5JRHVXqEahVkQuBQefP235qhff9kSBoUyQgpZEyiTJ,launch-window,1783652247,2026-07-10T02:57:27+00:00,41.81972,1783652247,2026-07-10T02:57:27+00:00,60220.4,1,3,7319084.272253,7319084.272253,0.0,0.834185086,1.143014389,65.9840403026,90.10199697384,axiom,bundler,,4,22.16526096709,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dz9kBQxX9HqPfZhWoHVQB9Y3ZX4xmuCL2sjQPJpr5EiJ,launch-window,1783652258,2026-07-10T02:57:38+00:00,41.81959,1783652258,2026-07-10T02:57:38+00:00,60220.217,1,10,6313287.371816,6313287.371816,0.0,0.833618246,0.998248487,65.9392032586,78.86422480035,axiom,,,11,11.02275907196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FcmmrXhydNm6i1j3ZeGsqNHnxtw7xD4ANJFMVP78EfWV,launch-window,1783652345,2026-07-10T02:59:05+00:00,41.81859,1783653835,2026-07-10T03:23:55+00:00,60193.933,43,1,4226966.31059,4226966.31059,0.0,0.824853303,0.339596986,65.03994107283,26.77382637624,"axiom,padre",bundler,,44,-39.18971694968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4uXpGUz2K9Rcg1fci5UFnUsVGHZzMF2shYVbyTsMhHb2,launch-window,1783652828,2026-07-10T03:07:08+00:00,41.813,1783654041,2026-07-10T03:27:21+00:00,60190.5,3,1,4566583.115809,4566583.115809,0.0,0.8109087479999999,0.446203759,63.91457431421,35.26348307377,,,,4,-30.04477836252,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhboBh931oRTjN2SpoUFiNpm9edhZJB75Bp9SBqgWvHz,launch-window,1783652262,2026-07-10T02:57:42+00:00,41.81955,1783652262,2026-07-10T02:57:42+00:00,60220.15,1,8,6115942.27266,6115942.27266,0.0,0.804677946,1.230726841,63.65807230806,96.97951678662,,,,9,31.13061512196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeNwH63Xgj3a4bXXHw79BiL5iBUNBQVaRYeLHQTQxL7z,launch-window,1783652381,2026-07-10T02:59:41+00:00,41.81817,1783653975,2026-07-10T03:26:15+00:00,60191.6,2,2,7775666.086913999,7775666.086913999,0.0,0.800000002,0.866954734,63.18400015796,68.51154973692,paper_hands,bundler,,4,4.01776947954,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74Rxdfm4cUzpxFDQo8yhVFheU2okTVhnSyMvuANbs2bo,old-holder,1783656042,2026-07-10T04:00:42+00:00,41.7758,1783656042,2026-07-10T04:00:42+00:00,60157.15,1,1,11776662.384656,11776662.384656,0.0,0.8,0.701786778,63.224,55.5113341398,,,,2,-9.2893636878,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GpDWXhY59DcBYXox992qybRTwDBzqhWJV7SvVtJ8FTq2,launch-window,1783652647,2026-07-10T03:04:07+00:00,41.81509,1783654434,2026-07-10T03:33:54+00:00,60183.95,7,3,4962653.795811,4962653.795811,0.0,0.790123449,0.626429002,62.293332719089996,49.37536593911,,,,10,-14.77515733032,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWaFSkBj2cELR15bt7wwV3c9SKBzSuiZCnHV1JBXzy2M,launch-window,1783652249,2026-07-10T02:57:29+00:00,41.8197,1783652249,2026-07-10T02:57:29+00:00,60220.367,1,2,6836435.042026,6836435.042026,0.0,0.786759651,1.27995023,62.22482079759,100.8893768948,axiom,,,3,36.5045037686,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55ZcAGsXA6o5MywG4JuKosjZL3YvoEdcmLMPYRA9qgUa,old-holder,1783652996,2026-07-10T03:09:56+00:00,41.81105,1783652996,2026-07-10T03:09:56+00:00,60207.917,1,1,3153671.214929,3153671.214929,0.0,0.77198976,0.129774291,60.8405129856,10.26384867519,fresh_wallet,,,2,-51.51098452048,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNwVduQq1AH3ee5hnLQtbJmPyrBJHaS29b6VQt3pzvsR,launch-window,1783652240,2026-07-10T02:57:20+00:00,41.8198,1783652240,2026-07-10T02:57:20+00:00,60220.517,1,1,8963691.326138,8963691.326138,0.0,0.771907696,0.824697286,61.0578987536,65.2335553226,,bundler,,2,2.8877240287,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9XWGSiynrRZnYA86dw5s2LN7hUR5mWVEyzQJHzErFNcV,old-holder,1783653793,2026-07-10T03:23:13+00:00,41.80183,1783654071,2026-07-10T03:27:51+00:00,60190.0,2,1,4986081.787558,4799730.054834,186351.73272399977,0.758437361,0.224131406,59.78997084026,17.70189844588,,,,3,-40.586867740548755,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EyMctDFySHqqBZ3bJ5PEpJBMEe4MPW1Ct1UAKHWpJcVJ,launch-window,1783652390,2026-07-10T02:59:50+00:00,41.81807,1783652390,2026-07-10T02:59:50+00:00,60218.017,1,1,4969505.935046,4969505.935046,0.0,0.757159525,0.90534915,59.8610320465,71.359620003,,,,2,10.23936115772,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dDFsA6FSTHoqsyM17gjDdXmxL8cGcGoo8g1BGGVqSUa,launch-window,1783652255,2026-07-10T02:57:35+00:00,41.81963,1783652255,2026-07-10T02:57:35+00:00,60220.267,1,1,6459792.733632,6459792.733632,0.0,0.736627551,1.007803372,58.27460555961,79.64670048916,"axiom,fresh_wallet",bundler,,2,20.02230702474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9pqbbqUw1Z3zVv4upx6jPKhmCaGbuXCZThhqWoTaR3cH,launch-window,1783652247,2026-07-10T02:57:27+00:00,41.81972,1783652265,2026-07-10T02:57:45+00:00,60220.1,2,1,7457851.675435,7457851.675435,0.0,0.7365883240000001,1.062832133,58.26595004647,84.02750843498,axiom,bundler,,3,24.35525276385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gc5ANrr3GWndhy8vPu31KGMwdj4QbUpKY1TBxpdr4X2V,launch-window,1783652276,2026-07-10T02:57:56+00:00,41.81939,1783652276,2026-07-10T02:57:56+00:00,60219.917,1,2,5191480.804166,5191480.804166,0.0,0.728775182,0.6474869110000001,57.66798015166,51.04449251227,,,,3,-7.98360998215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PCURm7QWYgk41qKmDr8rnu36iM5DtjdQt9VC4PC7vpp,launch-window,1783652270,2026-07-10T02:57:50+00:00,41.81946,1783652270,2026-07-10T02:57:50+00:00,60220.017,1,1,5772823.0585,5772823.0585,0.0,0.727213141,0.496283663,57.52983158451,39.12700399092,,,,2,-19.61185005927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESBEAmbfQVfzhwn81Z1sUoddvnBgMhDzoqEXxSycLXGw,launch-window,1783652260,2026-07-10T02:57:40+00:00,41.81957,1783652260,2026-07-10T02:57:40+00:00,60220.183,1,4,5467384.986235,5467384.986235,0.0,0.72097354,0.991722585,57.029007014,78.39094243619,axiom,,,5,19.62675685656,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGgc77GbuXdsKXFuZHh5GCopkWvRkGNd5iRzadM1eDh1,launch-window,1783652255,2026-07-10T02:57:35+00:00,41.81963,1783652255,2026-07-10T02:57:35+00:00,60220.267,1,1,6124991.820391,6124991.820391,0.0,0.715289282,0.912793083,56.58653509902,72.13803734949,"axiom,fresh_wallet",bundler,,2,14.28908329103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XTPMGAQ8xhhjAzqLFvRzBjbvT2fi84N1VyXXNJFWpXY,launch-window,1783652448,2026-07-10T03:00:48+00:00,41.8174,1783652448,2026-07-10T03:00:48+00:00,60217.05,1,1,5046685.011002,5046685.011002,0.0,0.697461727,0.689367426,55.12040028481,54.47381400252,gmgn,,,2,-2.78612509178,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL3pd6jocpKEJDih1MReAKbcWoFk23aqKCbB4XD5xkc,launch-window,1783652255,2026-07-10T02:57:35+00:00,41.81963,1783652255,2026-07-10T02:57:35+00:00,60220.267,1,2,5873310.089993,5873310.089993,0.0,0.697036676,1.484159478,55.14257143836,116.96825695668001,,bundler,,3,59.54857698555,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8A9rBfx7kxFVPQh8y3rRWJg4f8XT4biewzNeCEPy2UJ,launch-window,1783652271,2026-07-10T02:57:51+00:00,41.81944,1783652271,2026-07-10T02:57:51+00:00,60220.0,1,1,5436564.545562,5436564.545562,0.0,0.691358023,0.79928317,54.70716035999,63.2073130836,gmgn,bundler,,2,6.04288185139,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELYGf7C1hDrJL7tY3K35fvp98a2LZu8G7APon9Psz9P6,launch-window,1783652260,2026-07-10T02:57:40+00:00,41.81957,1783652260,2026-07-10T02:57:40+00:00,60220.183,1,4,5202268.809671,5202268.809671,0.0,0.686745732,0.8464242350000001,54.3215874012,66.83007276837,,,,5,10.8688448754,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C91prEJwjSLbSdDYFm2yqMXNZadEtMpp59mKtjXnUSQ5,launch-window,1783652366,2026-07-10T02:59:26+00:00,41.81834,1783652652,2026-07-10T03:04:12+00:00,60213.65,3,2,4022612.9084409997,4022612.9084409997,0.0,0.655169863,0.502484135,51.77580456717,39.71132118905,,bundler,,5,-13.27430865226,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSkPEifDhUjC4S4L7KXoYMPdY9RnLBzHVH3cgYouLoNG,launch-window,1783652279,2026-07-10T02:57:59+00:00,41.81935,1783652279,2026-07-10T02:57:59+00:00,60219.867,1,1,4379544.516619,4379544.516619,0.0,0.651031996,0.34543186,51.50314120356,27.2338478424,,,,2,-25.49083773321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXfVMEeUCmoPtcoQrWJufa3tRBEMUfMsNtnif4tk3KuM,launch-window,1783652268,2026-07-10T02:57:48+00:00,41.81948,1783652268,2026-07-10T02:57:48+00:00,60220.05,1,1,5184966.927379,5184966.927379,0.0,0.646584956,0.463027757,51.15133586916,36.50510836188,,,,2,-15.74274517092,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFjYW4AmrzfesotzGZX1r79YvT4bXeSnDDXN2vCMyhnU,launch-window,1783652273,2026-07-10T02:57:53+00:00,41.81942,1783652273,2026-07-10T02:57:53+00:00,60219.967,1,2,5101440.058728,5101440.058728,0.0,0.646143013,0.589522114,51.12929661869,46.47418774748,,bundler,,3,-6.00055772702,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4iTYdEqVLxRwTYJnBYocaY2wqdh4Gaxkvg9q3wFijjcK,old-holder,1783653769,2026-07-10T03:22:49+00:00,41.80211,1783653775,2026-07-10T03:22:55+00:00,60194.933,3,1,3975553.002111,3975553.002111,0.0,0.641975305,0.733203119,50.587654033999996,57.78373780839,padre,,,4,5.78970617099,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bpbs4PbB9Rh1EH5cp3TxTWzeTUuV6ALB7KsqJnhSEZdS,old-holder,1783654292,2026-07-10T03:31:32+00:00,41.79605,1783679479,2026-07-10T10:31:19+00:00,59766.533,3,3,10433292.473743,10433292.473743,0.0,0.640194943,0.46547962,50.77705052409,36.846556523640004,paper_hands,top_holder,,6,-14.78762711739,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJVVbPSmCZoE5i5ZYW8LXg4VDXD4EeLZMygFy6ujQ5hY,launch-window,1783652277,2026-07-10T02:57:57+00:00,41.81938,1783652277,2026-07-10T02:57:57+00:00,60219.9,1,1,4435663.747976,4435663.747976,0.0,0.637399244,0.354736362,50.42465419284,27.96741478008,,bundler,,2,-23.6744723727,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK2v8KSfgy4P2fNQTqmEMYHMppwLNbZ64Z7MufLjSL1V,launch-window,1783652278,2026-07-10T02:57:58+00:00,41.81936,1783652278,2026-07-10T02:57:58+00:00,60219.883,1,1,4405299.703596,4405299.703596,0.0,0.636905215,0.715165042,50.38557155865,56.55525152136,,bundler,,2,4.8321063567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57WkTbDxxu3tC9Nhve8hQms5KBRa7MFEPSnnEeThivvX,launch-window,1783652247,2026-07-10T02:57:27+00:00,41.81972,1783652266,2026-07-10T02:57:46+00:00,60220.083,2,1,6168299.744169,6168299.744169,0.0,0.634188258,0.832326816,50.1663909279,65.80375807296,axiom,bundler,,3,14.48113294949,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
