wallet,timing_class,first_buy_ts,first_buy_utc,first_buy_days_before_migration,last_buy_ts,last_buy_utc,last_buy_minutes_before_migration,buy_count_prebond,sell_count_prebond,buy_tokens_prebond,sell_tokens_prebond,net_tokens_prebond,buy_sol_prebond,sell_sol_prebond,buy_usd_prebond,sell_usd_prebond,maker_tags,maker_token_tags,maker_event_tags,gmgn_total_trade_snapshot,gmgn_realized_profit_snapshot,gmgn_unrealized_profit_snapshot,buy_sol_7d,buy_tokens_7d,net_tokens_7d,buy_count_7d,buy_sol_24h,buy_tokens_24h,net_tokens_24h,buy_count_24h,buy_sol_6h,buy_tokens_6h,net_tokens_6h,buy_count_6h,buy_sol_1h,buy_tokens_1h,net_tokens_1h,buy_count_1h,buy_sol_30m,buy_tokens_30m,net_tokens_30m,buy_count_30m,buy_sol_10m,buy_tokens_10m,net_tokens_10m,buy_count_10m,launch_bundle,late_signal_score,currently_top_holder,holder_token_account,holder_rank,holder_addr_type,holder_exchange,holder_current_balance,holder_current_supply_pct,holder_current_usd_value,holder_start_holding_ts,holder_start_holding_utc,holder_start_minutes_before_migration,holder_holder_timing_class,holder_is_on_curve,holder_is_new,holder_is_suspicious,holder_transfer_in,holder_buy_volume_cur,holder_buy_amount_cur,holder_sell_volume_cur,holder_sell_amount_cur,holder_buy_tx_count_cur,holder_sell_tx_count_cur,holder_history_bought_cost,holder_history_sold_income,holder_profit,holder_profit_change,holder_realized_profit,holder_unrealized_profit,holder_avg_cost,holder_avg_sold,holder_native_funder,holder_native_funding_amount,holder_native_funding_ts,holder_native_funding_utc,holder_native_funding_tx,holder_token_transfer_type,holder_tags,holder_maker_token_tags,holder_gmgn_name,holder_gmgn_twitter_username,holder_wallet_created_ts,holder_wallet_created_utc
EDXHdSFdadFbYFFjxPXBqMe1kCEDFqpPu552uvp48HR8,hour-before,1787262453,2026-08-20T21:47:33+00:00,0.03493,1787264914,2026-08-20T22:28:34+00:00,9.283,21,3,67058215.220827,42374364.342784,24683850.878042996,10.909296652,6.188840311,954.61029733139,541.70544076798,"axiom,gmgn,launchpad_smart,padre","bundler,top_holder",,31,1819.933004502729,0.0,10.909296652,67058215.220827,24683850.878042996,21,10.909296652,67058215.220827,24683850.878042996,21,10.909296652,67058215.220827,24683850.878042996,21,10.909296652,67058215.220827,24683850.878042996,21,7.1527727919999995,32651276.563209,6922082.135959003,9,0.019555554,70270.550289,70270.550289,2,False,362.969824860043,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9kq1ZG94X4ujaWeodSLK8Cv5fjQRAU27zeT5SiC74cP,final-ten-minutes,1787264943,2026-08-20T22:29:03+00:00,0.00611,1787265399,2026-08-20T22:36:39+00:00,1.2,2,1,27120529.583457,15099216.13328,12021313.450177,9.032796116,4.344482443,789.4661887372799,379.7077655182,,,,38,-292.33634723178477,0.0,9.032796116,27120529.583457,12021313.450177,2,9.032796116,27120529.583457,12021313.450177,2,9.032796116,27120529.583457,12021313.450177,2,9.032796116,27120529.583457,12021313.450177,2,9.032796116,27120529.583457,12021313.450177,2,9.032796116,27120529.583457,12021313.450177,2,False,337.201973626177,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92cwTJoGDFKSnp6Zr2taFr3sFWqs8jRvtU73qbut2win,hour-before,1787262484,2026-08-20T21:48:04+00:00,0.03457,1787262484,2026-08-20T21:48:04+00:00,49.783,1,3,65236383.126305,65236383.126305,0.0,8.888888888,8.946601517,778.31111103328,783.30976370159,"axiom,smart_degen",top_holder,,4,-19.95179971062,0.0,8.888888888,65236383.126305,0.0,1,8.888888888,65236383.126305,0.0,1,8.888888888,65236383.126305,0.0,1,8.888888888,65236383.126305,0.0,1,0,0,0,0,0,0,0,0,False,275.555555528,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArhaoyHT6D7PsumcAN7uPNg5cocAyEjhufs5uHnJvyuS,final-ten-minutes,1787265393,2026-08-20T22:36:33+00:00,0.0009,1787265393,2026-08-20T22:36:33+00:00,1.3,1,0,16294208.219973,0,16294208.219973,5.625973899,0,491.48507981664,0,fomo,,,72,7813.173615594882,0.0,5.625973899,16294208.219973,16294208.219973,1,5.625973899,16294208.219973,16294208.219973,1,5.625973899,16294208.219973,16294208.219973,1,5.625973899,16294208.219973,16294208.219973,1,5.625973899,16294208.219973,16294208.219973,1,5.625973899,16294208.219973,16294208.219973,1,False,218.82926858397298,True,4VgtwTWAXRpPDrSRi4XXoEQwTtjd4f6YYLJE8VMf75JF,TOP8,0,,19551338.013554,2.0184175016228023,2661.8751768425896,1787265393,2026-08-20T22:36:33+00:00,1.3,final-ten-minutes,True,False,False,False,4380.57262157655,30057117.093541,8109.40024566863,7709545.96215,49,23,4380.57262157655,8109.40024566863,6886.688939848636,1.5612583019814135,7813.173615594882,-926.4846757462456,0.0001457416094811666,0.0010518648290679781,C7yjbE4mXGETVbU4juNt4whVD8joyvbLPnkQqrD13CpX,0.05,1786255991,2026-08-09T06:13:11+00:00,5M5uRLiC86YgU5jZZq46gvr49MMUfKkNoicWmVN8K53jQJDPoqwrdhzE7JPbRKZFULAcPKZp7nBeWrhNnYy9eGLJ,buy,fomo,"bundler,top_holder",,,1786255991,2026-08-09T06:13:11+00:00
2yC9KPPZpVTJkGjLYYsAtk1MeN6bd11ZAvzum5jJwAYf,final-ten-minutes,1787264874,2026-08-20T22:27:54+00:00,0.00691,1787265201,2026-08-20T22:33:21+00:00,4.5,5,1,22064940.800521,22064940.800521,0.0,5.968285934,5.684668527,521.86204551387,496.8400292598,axiom,top_holder,,31,-51.18239501853,0.0,5.968285934,22064940.800521,0.0,5,5.968285934,22064940.800521,0.0,5,5.968285934,22064940.800521,0.0,5,5.968285934,22064940.800521,0.0,5,5.968285934,22064940.800521,0.0,5,5.968285934,22064940.800521,0.0,5,False,214.85829362399997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,hour-before,1787264830,2026-08-20T22:27:10+00:00,0.00742,1787264841,2026-08-20T22:27:21+00:00,10.5,2,0,30910664.960771002,0,30910664.960771002,5.633501783,0,492.78381303711,0,"fomo,kol",top_holder,,199,26227.191375083312,0.0,5.633501783,30910664.960771002,30910664.960771002,2,5.633501783,30910664.960771002,30910664.960771002,2,5.633501783,30910664.960771002,30910664.960771002,2,5.633501783,30910664.960771002,30910664.960771002,2,5.633501783,30910664.960771002,30910664.960771002,2,0,0,0,0,False,205.549220233771,True,BvoYwBPTtafZMXSDnVPCo2XYQf4BMY2hqw2f9tugxReh,TOP3,0,,23692762.188504,2.4459648659294233,3225.7217125851985,1787753495,2026-08-26T14:11:35+00:00,-8133.733,post-migration,True,False,False,False,37734.45665904106,151098598.313598,60704.45430804665,127404693.055763,118,81,37734.45665904106,60704.45430804665,25824.915785421814,0.6777184512672696,26227.191375083312,-402.27558966149945,0.00024973399541883886,0.0004764695306905003,Fw5W9wUBcS1XT8pQWk4FWnmxS3skLgXcvCoWR5m1tHe6,0.5,1761188088,2025-10-23T02:54:48+00:00,5TcmTgaJ958eMbkqr9i4AcwEQ25YSoV5pqurXqJhzQ6u7EnFFi6novQBAt7Cw3wfRoxVK1qvRLbs9k3zHLrwBdMZ,buy,"fomo,kol","bundler,top_holder",Mystayor 兽 💹🧲,mystayor,1761188112,2025-10-23T02:55:12+00:00
GKAyb1Jox3qzjn3EHed83x9fZM8QcVZ2gV6aYCgr7PNs,final-ten-minutes,1787264906,2026-08-20T22:28:26+00:00,0.00654,1787265219,2026-08-20T22:33:39+00:00,4.2,3,1,20166166.666158002,20166166.666158,3.725290298461914e-09,5.611806166,4.625354529,490.60685983512,404.30223937989,fomo,sniper,,19,3286.98735018129,0.0,5.611806166,20166166.666158002,3.725290298461914e-09,3,5.611806166,20166166.666158002,3.725290298461914e-09,3,5.611806166,20166166.666158002,3.725290298461914e-09,3,5.611806166,20166166.666158002,3.725290298461914e-09,3,5.611806166,20166166.666158002,3.725290298461914e-09,3,5.611806166,20166166.666158002,3.725290298461914e-09,3,False,202.025021976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ih6q7x839yQR18UvgsyB7n23i4he4wyEzsD3TSu6tr3,hour-before,1787262914,2026-08-20T21:55:14+00:00,0.02959,1787263564,2026-08-20T22:06:04+00:00,31.783,3,1,34679481.925666004,3467948.192566,31211533.733100004,4.888888887,0.732646725,427.66044427926,64.02599729775,"axiom,fresh_wallet","bundler,top_holder",,91,19297.17247981568,0.0,4.888888887,34679481.925666004,31211533.733100004,3,4.888888887,34679481.925666004,31211533.733100004,3,4.888888887,34679481.925666004,31211533.733100004,3,4.888888887,34679481.925666004,31211533.733100004,3,0,0,0,0,0,0,0,0,False,182.7670892301,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HX8jXnkcQW3KaEtQHeXmwZKfZbUtbN8JUaydG5jscw5V,final-ten-minutes,1787264986,2026-08-20T22:29:46+00:00,0.00561,1787264986,2026-08-20T22:29:46+00:00,8.083,1,0,12021519.203546,0,12021519.203546,3.683950617,0,322.12464195048,0,,,,42,14916.28444541686,0.0,3.683950617,12021519.203546,12021519.203546,1,3.683950617,12021519.203546,12021519.203546,1,3.683950617,12021519.203546,12021519.203546,1,3.683950617,12021519.203546,12021519.203546,1,3.683950617,12021519.203546,12021519.203546,1,3.683950617,12021519.203546,12021519.203546,1,False,144.643741415546,True,2LPT9wjCfpBSn2iRgTXWvTqa4yqH5wdRtTw8adLJPUiX,TOP89,0,,1856766.922192,0.1916866686867424,252.79506578725798,1787264986,2026-08-20T22:29:46+00:00,8.083,final-ten-minutes,True,False,False,False,6192.29259237873,31747994.503062,20890.78410095414,29891227.58087,17,25,6192.29259237873,20890.78410095414,14942.727067806049,2.4097860792989447,14916.28444541686,26.442622389187477,0.00019504515763291762,0.0006988934811872355,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,1.715143796,1785055443,2026-07-26T08:44:03+00:00,2qXQrD5WqDnTEPRP4WuJpXLEvdB9C5AY6jCbwiRE5hap4jgEB37F2V1g4Y3tuW8eTENVqc8Cj39dLj4pGjb5UC4U,buy,,,,,1785055443,2026-07-26T08:44:03+00:00
B5WUg5p3VZGgEcjxWbLE8Ncsp2ZbVK1dmRDVP1xRgfLv,hour-before,1787262493,2026-08-20T21:48:13+00:00,0.03447,1787262494,2026-08-20T21:48:14+00:00,49.617,2,1,31176115.750192,31176115.750192,0.0,4.488888886,4.029974823,393.02716024089,352.78399600542,"padre,paper_hands","bundler,top_holder",,41,2891.53540132422,0.0,4.488888886,31176115.750192,0.0,2,4.488888886,31176115.750192,0.0,2,4.488888886,31176115.750192,0.0,2,4.488888886,31176115.750192,0.0,2,0,0,0,0,0,0,0,0,False,139.155555466,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ7yAUC3Tf52WGrH8LvHzcnib6hGfmU9XDgGni7RDKZu,hour-before,1787262098,2026-08-20T21:41:38+00:00,0.03904,1787263273,2026-08-20T22:01:13+00:00,36.633,2,2,33428621.283481,33428621.283481,0.0,4.488365536,4.435709633,392.88873921326,388.20018119105,"fomo,fresh_wallet,paper_hands",top_holder,,7,-28.61832497022,0.0,4.488365536,33428621.283481,0.0,2,4.488365536,33428621.283481,0.0,2,4.488365536,33428621.283481,0.0,2,4.488365536,33428621.283481,0.0,2,0,0,0,0,0,0,0,0,False,139.139331616,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hq6dfbewnAKiLdjtr8x2kzPj6bDEABmtPmQSV7uUHTF4,hour-before,1787262493,2026-08-20T21:48:13+00:00,0.03447,1787262494,2026-08-20T21:48:14+00:00,49.617,2,1,32713676.008112,32713676.008112,0.0,4.399999998,3.735322667,385.24444426933,326.99014626918,"padre,paper_hands","bundler,top_holder",,41,2887.02848650766,0.0,4.399999998,32713676.008112,0.0,2,4.399999998,32713676.008112,0.0,2,4.399999998,32713676.008112,0.0,2,4.399999998,32713676.008112,0.0,2,0,0,0,0,0,0,0,0,False,136.399999938,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86ugEi2Fo5oZCHVHc9MzMDk7Tht8bzni694qpk3G5t95,six-hours-before,1787254913,2026-08-20T19:41:53+00:00,0.1222,1787265352,2026-08-20T22:35:52+00:00,1.983,8,8,41637203.057683,41637203.057683,0.0,4.345679008,5.120852935,380.13283912604004,447.77264633987,paper_hands,bundler,,16,58.78672242999,0.0,4.345679008,41637203.057683,0.0,8,4.345679008,41637203.057683,0.0,8,4.345679008,41637203.057683,0.0,8,3.802469132,31223876.258463,0.0,7,1.086419752,5038142.640524,0.0,2,0.543209876,1994138.370071,0.0,1,False,133.62962949599998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4GjtX5WVWj7qYZnbWLxs2KbECc1HkjMuCenoQKhv9cod,hour-before,1787262475,2026-08-20T21:47:55+00:00,0.03468,1787264679,2026-08-20T22:24:39+00:00,13.2,3,2,23941819.572414,23914362.961768,27456.61064599827,4.3067772,4.042668623,376.64763158799997,353.75780264647,"axiom,paper_hands",bundler,,5,-29.696843259393514,0.0,4.3067772,23941819.572414,27456.61064599827,3,4.3067772,23941819.572414,27456.61064599827,3,4.3067772,23941819.572414,27456.61064599827,3,4.3067772,23941819.572414,27456.61064599827,3,3.426782758,16684607.938352,27456.610646000132,2,0,0,0,0,False,133.537549810646,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fpMENGLAt8WGSaUd8ZfLjpSr37ibRaAAtzXK7oQNXc4,hour-before,1787262124,2026-08-20T21:42:04+00:00,0.03874,1787262782,2026-08-20T21:53:02+00:00,44.817,4,3,36595957.006155,36595957.006155,0.0,3.934814808,4.833439661,344.48319940338,422.99574980675,,,,35,13.860414878227838,0.0,3.934814808,36595957.006155,0.0,4,3.934814808,36595957.006155,0.0,4,3.934814808,36595957.006155,0.0,4,3.934814808,36595957.006155,0.0,4,0,0,0,0,0,0,0,0,False,121.979259048,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56S29mZ3wqvw8hATuUUFqKhGcSGYFASRRFNT38W8q7G3,old-holder,1783801601,2026-07-11T20:26:41+00:00,40.09109,1787265352,2026-08-20T22:35:52+00:00,1.983,9,8,31515865.831505,29099957.677372,2415908.1541329995,3.76995633,3.181814206,328.65386942255,277.37164254002,paper_hands,"bundler,top_holder",,22,112.43677411164,0.0,3.631152487,27443315.127685,2415908.1541329995,8,3.631152487,27443315.127685,2415908.1541329995,8,3.631152487,27443315.127685,2415908.1541329995,8,3.631152487,27443315.127685,2415908.1541329995,8,0.66662869,2415908.154133,2415908.154133,1,0.66662869,2415908.154133,2415908.154133,1,False,118.31477870113301,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5PE3gSfywhfjq5u5SHf6G3XRNeWkqoy6URZYSRCsXwEf,hour-before,1787262453,2026-08-20T21:47:33+00:00,0.03493,1787262958,2026-08-20T21:55:58+00:00,41.883,12,2,31861514.447706,31861514.447706,0.0,3.655031694,4.214166071999999,319.95911274476,368.89171889547004,"axiom,padre",bundler,,14,42.07898209632,0.0,3.655031694,31861514.447706,0.0,12,3.655031694,31861514.447706,0.0,12,3.655031694,31861514.447706,0.0,12,3.655031694,31861514.447706,0.0,12,0,0,-14682876.158095,0,0,0,0,0,False,113.305982514,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H34MBxvixhy2gK8VqkSoQz8bdhhQU3yVQoa7YALYN2Qj,hour-before,1787264859,2026-08-20T22:27:39+00:00,0.00708,1787265362,2026-08-20T22:36:02+00:00,1.817,4,0,11415200.528781,0,11415200.528781,2.80918518,0,245.67310078113002,0,,,,13,4470.41379358843,0.0,2.80918518,11415200.528781,11415200.528781,4,2.80918518,11415200.528781,11415200.528781,4,2.80918518,11415200.528781,11415200.528781,4,2.80918518,11415200.528781,11415200.528781,4,2.80918518,11415200.528781,11415200.528781,4,1.971358021,7239899.614193,7239899.614193,3,False,108.356731213781,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDd9XS1emSFcZvfzhMQCGXa4E7WGZGxex4kgBCp8hMT,final-ten-minutes,1787265352,2026-08-20T22:35:52+00:00,0.00138,1787265352,2026-08-20T22:35:52+00:00,1.983,1,0,11056043.477605,0,11056043.477605,2.614355978,0,228.52085603698,0,"axiom,photon",bundler,,15,2904.28434070188,0.0,2.614355978,11056043.477605,11056043.477605,1,2.614355978,11056043.477605,11056043.477605,1,2.614355978,11056043.477605,11056043.477605,1,2.614355978,11056043.477605,11056043.477605,1,2.614355978,11056043.477605,11056043.477605,1,2.614355978,11056043.477605,11056043.477605,1,False,105.17285868560501,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64MgDhEQzeoDrRSQ517LaamAFEWvrcxUTQrSXbEZS77L,hour-before,1787262092,2026-08-20T21:41:32+00:00,0.03911,1787262092,2026-08-20T21:41:32+00:00,56.317,1,4,52950673.682369,40237216.931231,12713456.751138002,2.962962962,5.55386612,259.43703695272,486.17579665695996,fresh_wallet,"bundler,top_holder",,11,2997.04237769963,0.0,2.962962962,52950673.682369,12713456.751138002,1,2.962962962,52950673.682369,12713456.751138002,1,2.962962962,52950673.682369,12713456.751138002,1,2.962962962,52950673.682369,12713456.751138002,1,0,0,-5448624.321916,0,0,0,-5448624.321916,0,False,104.565308573138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3K9qBVKVuafg65YFtnAaTgcL86bnnoi96tugNSzgizXB,final-ten-minutes,1787265352,2026-08-20T22:35:52+00:00,0.00138,1787265352,2026-08-20T22:35:52+00:00,1.983,1,0,9903176.250884,0,9903176.250884,2.480560651,0,216.82580650391,0,"axiom,photon",bundler,,4,1036.5027536695,0.0,2.480560651,9903176.250884,9903176.250884,1,2.480560651,9903176.250884,9903176.250884,1,2.480560651,9903176.250884,9903176.250884,1,2.480560651,9903176.250884,9903176.250884,1,2.480560651,9903176.250884,9903176.250884,1,2.480560651,9903176.250884,9903176.250884,1,False,99.20335968688399,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7obWefa4XK7KPZuLKia3zLHjGBkXwuMSRdaGNtZCcbyx,final-ten-minutes,1787265352,2026-08-20T22:35:52+00:00,0.00138,1787265352,2026-08-20T22:35:52+00:00,1.983,1,0,10317912.543903,0,10317912.543903,2.304309868,0,201.41972556188,0,"axiom,photon",bundler,,17,8963.97190017983,0.0,2.304309868,10317912.543903,10317912.543903,1,2.304309868,10317912.543903,10317912.543903,1,2.304309868,10317912.543903,10317912.543903,1,2.304309868,10317912.543903,10317912.543903,1,2.304309868,10317912.543903,10317912.543903,1,2.304309868,10317912.543903,10317912.543903,1,False,93.27306779190299,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gmh3Wt423pU6GsS3FQyZjknifnAFW7g3J8HhbF2TrbZL,final-ten-minutes,1787265352,2026-08-20T22:35:52+00:00,0.00138,1787265463,2026-08-20T22:37:43+00:00,0.133,2,0,8836040.393887,0,8836040.393887,2.336637878,0,204.24493294744,0,"axiom,photon","bundler,sniper",,18,7597.67844291835,0.0,2.336637878,8836040.393887,8836040.393887,2,2.336637878,8836040.393887,8836040.393887,2,2.336637878,8836040.393887,8836040.393887,2,2.336637878,8836040.393887,8836040.393887,2,2.336637878,8836040.393887,8836040.393887,2,2.336637878,8836040.393887,8836040.393887,2,False,92.95500400188699,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BpkUrCNKAiiSx9m5jnUCTEQsqPnftGVwzNA6tP4YQU97,hour-before,1787262460,2026-08-20T21:47:40+00:00,0.03485,1787262748,2026-08-20T21:52:28+00:00,45.383,4,0,19952238.362974,0,19952238.362974,2.199999997,0,192.62955529287999,0,axiom,top_holder,,13,1417.27085149649,0.0,2.199999997,19952238.362974,19952238.362974,4,2.199999997,19952238.362974,19952238.362974,4,2.199999997,19952238.362974,19952238.362974,4,2.199999997,19952238.362974,19952238.362974,4,0,0,0,0,0,0,0,0,False,88.152238269974,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9GBsoKrngqmLcqf6ELncpEjVxAgGoaseuDBhVZrmtJer,hour-before,1787263260,2026-08-20T22:01:00+00:00,0.02559,1787263260,2026-08-20T22:01:00+00:00,36.85,1,0,12384851.367136,0,12384851.367136,2.363736216,0,206.80328153784,0,axiom,bundler,,16,1595.5887005743,0.0,2.363736216,12384851.367136,12384851.367136,1,2.363736216,12384851.367136,12384851.367136,1,2.363736216,12384851.367136,12384851.367136,1,2.363736216,12384851.367136,12384851.367136,1,0,0,0,0,0,0,0,0,False,85.660674063136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxMr1cc8isyM8pqje4nMejyM6karHqfnUxChX98GpReU,hour-before,1787262769,2026-08-20T21:52:49+00:00,0.03127,1787262848,2026-08-20T21:54:08+00:00,43.717,2,11,27051194.548446998,27051194.548447,-3.725290298461914e-09,2.737777777,5.242268935,239.68071104301998,457.89613345503,axiom,top_holder,,13,210.80930724563,0.0,2.737777777,27051194.548446998,-3.725290298461914e-09,2,2.737777777,27051194.548446998,-3.725290298461914e-09,2,2.737777777,27051194.548446998,-3.725290298461914e-09,2,2.737777777,27051194.548446998,-3.725290298461914e-09,2,0,0,0,0,0,0,0,0,False,84.871111087,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwgo19EJxs5GeJ5DQQ31ZmTnuF4HiWsiPNA3u86Mwcyo,hour-before,1787262867,2026-08-20T21:54:27+00:00,0.03014,1787264731,2026-08-20T22:25:31+00:00,12.333,3,3,17471595.462972,10949594.861739,6522000.601233,2.5000000030000002,2.367074005,218.78000026244,206.84118073365,"axiom,trojan",,,21,2861.43582116652,0.0,2.5000000030000002,17471595.462972,6522000.601233,3,2.5000000030000002,17471595.462972,6522000.601233,3,2.5000000030000002,17471595.462972,6522000.601233,3,2.5000000030000002,17471595.462972,6522000.601233,3,1.000000001,6110803.225859,-4838791.63588,1,0,0,-2661328.885154,0,False,84.02200069423301,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fnq9wNj5WoMxasNcWNWS88peQjdWb1m5k8qS7grxGt2,hour-before,1787262926,2026-08-20T21:55:26+00:00,0.02946,1787262926,2026-08-20T21:55:26+00:00,42.417,1,0,14906460.682802,0,14906460.682802,2.131860088,0,186.49512049824,0,"axiom,smart_degen",bundler,,42,3206.12773007441,0.0,2.131860088,14906460.682802,14906460.682802,1,2.131860088,14906460.682802,14906460.682802,1,2.131860088,14906460.682802,14906460.682802,1,2.131860088,14906460.682802,14906460.682802,1,0,0,0,0,0,0,0,0,False,80.99412341080199,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8TuBoZZKRq3f97zpwVJnJK8Xg6fS3trDVoCTddcV49xC,hour-before,1787262390,2026-08-20T21:46:30+00:00,0.03566,1787265469,2026-08-20T22:37:49+00:00,0.033,3,2,13129301.460682001,9950170.244218,3179131.2164640017,2.199999999,3.961579616,192.33084435692,346.06357944531,"axiom,fresh_wallet","bundler,sniper",,17,2036.24565765906,0.0,2.199999999,13129301.460682001,3179131.2164640017,3,2.199999999,13129301.460682001,3179131.2164640017,3,2.199999999,13129301.460682001,3179131.2164640017,3,2.199999999,13129301.460682001,3179131.2164640017,3,1.271111111,3179131.216463,-6771039.027755,1,1.271111111,3179131.216463,-6771039.027755,1,False,77.734686740464,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2yavzzNeqWjtUBXYR7Fx8RhdbWNHDfRcRhx6VuexLFjT,final-ten-minutes,1787265377,2026-08-20T22:36:17+00:00,0.00109,1787265377,2026-08-20T22:36:17+00:00,1.567,1,0,6645118.768261,0,6645118.768261,1.971358023,0,172.2966912102,0,smart_degen,bundler,,27,10241.818002293709,0.0,1.971358023,6645118.768261,6645118.768261,1,1.971358023,6645118.768261,6645118.768261,1,1.971358023,6645118.768261,6645118.768261,1,1.971358023,6645118.768261,6645118.768261,1,1.971358023,6645118.768261,6645118.768261,1,1.971358023,6645118.768261,6645118.768261,1,False,77.61400759626099,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGndJsY1WH2RrEYhRWoDGVSjGh5yWh5ZVRPjNx54uPc9,hour-before,1787263311,2026-08-20T22:01:51+00:00,0.025,1787263311,2026-08-20T22:01:51+00:00,36.0,1,1,12118696.919559,12118696.919559,0.0,2.499835522,4.229652921,218.66061310934,369.50247917856,,,,2,145.253673190395,0.0,2.499835522,12118696.919559,0.0,1,2.499835522,12118696.919559,0.0,1,2.499835522,12118696.919559,0.0,1,2.499835522,12118696.919559,0.0,1,0,0,-12118696.919559,0,0,0,-12118696.919559,0,False,77.494901182,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWKMKpYoNfpFQbLuCgpRr24YXmyf35peSCNLzV6BKoLx,final-ten-minutes,1787265377,2026-08-20T22:36:17+00:00,0.00109,1787265411,2026-08-20T22:36:51+00:00,1.0,2,0,5915108.6698320005,0,5915108.6698320005,1.97530864,0,172.59259242000002,0,gmgn,bundler,,11,8506.62144550474,0.0,1.97530864,5915108.6698320005,5915108.6698320005,2,1.97530864,5915108.6698320005,5915108.6698320005,2,1.97530864,5915108.6698320005,5915108.6698320005,2,1.97530864,5915108.6698320005,5915108.6698320005,2,1.97530864,5915108.6698320005,5915108.6698320005,2,1.97530864,5915108.6698320005,5915108.6698320005,2,False,77.02621970983199,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5xVpr2eKDMPE5KxqmwnRguMGZn6wYNsVUP7v5Nsn9bGo,day-before,1787242538,2026-08-20T16:15:38+00:00,0.26543,1787265378,2026-08-20T22:36:18+00:00,1.55,2,0,27364055.428371,0,27364055.428371,1.906746655,0,166.42621702729002,0,axiom,"bundler,top_holder",,88,19840.16862635978,0.0,1.906746655,27364055.428371,27364055.428371,2,1.906746655,27364055.428371,27364055.428371,2,0.977777777,3074451.522354,3074451.522354,1,0.977777777,3074451.522354,3074451.522354,1,0.977777777,3074451.522354,3074451.522354,1,0.977777777,3074451.522354,3074451.522354,1,False,75.569619692371,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6rX1zH447srDinZGfXsyPdsccmZmVZNxAcQm8WHnmjgL,hour-before,1787263405,2026-08-20T22:03:25+00:00,0.02391,1787263405,2026-08-20T22:03:25+00:00,34.433,1,1,10052365.594261,10052365.594261,0.0,2.316490872,3.585976733,202.53079693896,313.27092739488,,,,2,105.83922086654,0.0,2.316490872,10052365.594261,0.0,1,2.316490872,10052365.594261,0.0,1,2.316490872,10052365.594261,0.0,1,2.316490872,10052365.594261,0.0,1,0,0,-10052365.594261,0,0,0,-10052365.594261,0,False,71.811217032,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
