minute_ts,utc,open,high,low,close,open_mcap,high_mcap,close_mcap,buy_sol,sell_sol,buy_usd,sell_usd,buy_count,sell_count,unique_buyers,return_1m,mcap_change_1m,return_5m,mcap_change_5m,return_10m,mcap_change_10m,return_30m,mcap_change_30m,return_60m,mcap_change_60m
1783652820,2026-07-10T03:07:00+00:00,1.464844929759e-05,1.7357056683792e-05,1.464844929759e-05,1.697551448856e-05,14648.449297590001,17357.056683791998,16975.51448856,11.762935746,5.873769689,927.05868354496,462.94801559581,23,20,19,0.11808026675449113,1792.781197115999,0.2892137540201847,3808.1755305129973,0.4252352136487729,5064.838744658999,,,,
1783652880,2026-07-10T03:08:00+00:00,1.7100493232928e-05,1.9150622209554e-05,1.6408553562134e-05,1.9150622209554e-05,17100.493232928,19150.622209554,19150.622209554,11.869825287,6.389390245,935.55939252038,503.65485859662,39,19,33,0.12813206471355132,2175.1077209940013,0.9647852793542919,9403.693417494,0.48037356602259007,6214.277864385,,,,
1783652940,2026-07-10T03:09:00+00:00,1.9023449728002e-05,1.9455020105067e-05,1.7513184010275e-05,1.9455020105067e-05,19023.449728002,19455.020105067,19455.020105067,6.124608262,5.748346663,482.68575655283996,453.02842581309,19,16,16,0.015894935014755918,304.39789551300055,0.8095125216456749,8703.494557527,0.5523670745218796,6922.533153770999,,,,
1783653000,2026-07-10T03:10:00+00:00,2.101357173255e-05,2.3389172391375e-05,1.9639998563112e-05,2.0113416481748e-05,21013.571732549997,23389.172391375,20113.416481748,18.28935344,16.735848636,1440.86576066526,1318.2364320490199,28,29,27,0.033841978734810985,658.3963766810011,0.5080826422586915,6776.338049744001,0.7211369378773176,8427.294338234002,,,,
1783653060,2026-07-10T03:11:00+00:00,1.9765632011964e-05,2.019634939051e-05,1.627472843871e-05,1.716725183684e-05,19765.632011963997,20196.34939051,17167.25183684,12.097749119,18.966075358999998,953.3189366799201,1494.71584175632,41,31,31,-0.14647758363585361,-2946.164644908,0.13070891171580712,1984.518545396002,0.4035817723765365,4936.221073472001,,,,
1783653120,2026-07-10T03:12:00+00:00,1.7230166870676e-05,1.9114942856148e-05,1.5071596511724e-05,1.9114942856148e-05,17230.166870676,19114.942856148,19114.942856148,12.715173817,8.675966567,1002.54416773886,684.09714328189,44,19,30,0.11345386191215301,1947.6910193080003,0.12603025192725603,2139.4283675880033,0.45169368822743206,5947.603898101001,,,,
1783653180,2026-07-10T03:13:00+00:00,1.888950924234e-05,1.8908576948628e-05,1.7610592288973e-05,1.7735581371456e-05,18889.50924234,18908.576948628,17735.581371456,5.00972723,7.146505541,394.95559217548,563.42096457162,33,8,23,-0.07216142339909493,-1379.3614846920027,-0.07389007117440038,-1415.0408380980007,0.819607155220389,7988.652579395999,,,,
1783653240,2026-07-10T03:14:00+00:00,1.799567591904e-05,2.3877119440552e-05,1.799567591904e-05,2.385272911913e-05,17995.67591904,23877.119440552,23852.72911913,18.767515956,5.74400255,1479.50627904095,452.81303034287004,30,20,24,0.3449082169654194,6117.147747674,0.22604494831221622,4397.709014062999,1.2185436860713796,13101.203571589998,,,,
1783653300,2026-07-10T03:15:00+00:00,2.3565621485351e-05,2.3906006111175e-05,2.075382774968e-05,2.075382774968e-05,23565.621485351003,23906.006111175,20753.82774968,6.046326829,12.642816044,476.51317100995004,996.365410955,19,21,16,-0.12991810513475655,-3098.901369449999,0.03184000433308509,640.4112679319987,0.5561000001228587,7416.749317676,,,,
1783653360,2026-07-10T03:16:00+00:00,2.078706888352e-05,2.1643297883376e-05,1.8745131175008e-05,1.9505288359756e-05,20787.06888352,21643.297883376,19505.288359756,7.833465185,10.787053819,617.3624324253,850.12899022552,19,18,17,-0.06015947539813482,-1248.5393899240007,0.1361916598612889,2338.036522915998,0.2847020352223344,4322.555068312,,,,
1783653420,2026-07-10T03:17:00+00:00,1.9473415614394e-05,2.1328188068625e-05,1.9404927312346e-05,2.1328188068625e-05,19473.415614393998,21328.188068625,21328.188068625,9.215798447,5.115073236000001,726.12838572077,403.02090637988,20,10,17,0.09345669109050814,1822.8997088690012,0.11578612759311202,2213.245212476999,0.2564089343506095,4352.673580065002,,,,
1783653480,2026-07-10T03:18:00+00:00,2.1303138923334e-05,2.2436647548432e-05,2.1303138923334e-05,2.2436647548432e-05,21303.138923334,22436.647548432,22436.647548432,7.793508975,5.392296602,613.96658271579,424.79020561405,16,13,14,0.051971572842496094,1108.4594798069993,0.2650641148162185,4701.066176976001,0.17158843733226825,3286.025338878,,,,
1783653540,2026-07-10T03:19:00+00:00,2.2292521610346e-05,2.2292521610346e-05,2.086847095632e-05,2.086847095632e-05,22292.521610346,22292.521610346,20868.47095632,1.504028207,4.872726158,118.47080490312,383.80406092034,8,9,6,-0.06989353417113298,-1568.1765921119986,-0.12511181206584066,-2984.258162809998,0.07265224315470498,1413.450851253001,,,,
1783653600,2026-07-10T03:20:00+00:00,2.0853106149495e-05,2.1303765515142e-05,1.9964504907188e-05,1.9964504907188e-05,20853.106149495,21303.765515142,19964.504907188,1.753591763,3.690883778,138.21549587289,290.83787254023,10,10,9,-0.04331731112567383,-903.9660491320028,-0.038032639184073846,-789.3228424920017,-0.00740359424740844,-148.91157456000292,,,,
1783653660,2026-07-10T03:21:00+00:00,1.994854430928e-05,1.994854430928e-05,1.8960717368321e-05,1.946286079296e-05,19948.54430928,19948.54430928,19462.86079296,1.49228096,2.705709992,117.58915531225,213.19002879102,10,9,10,-0.025126799615621254,-501.6441142279982,-0.002175182751132043,-42.427566795999155,0.13372023536077848,2295.6089561199988,,,,
1783653720,2026-07-10T03:22:00+00:00,1.948815161356e-05,1.948815161356e-05,1.11899462472e-05,1.4511733409208e-05,19488.15161356,19488.15161356,14511.733409208,16.187154663,28.327501051,1275.64617018064,2232.3973303097,64,39,41,-0.2543884702470304,-4951.127383752,-0.31959839426980674,-6816.454659417001,-0.24081732713417214,-4603.209446940002,,,,
1783653780,2026-07-10T03:23:00+00:00,1.4359499901586e-05,1.5310155876531e-05,1.3211050013379e-05,1.3211050013379e-05,14359.499901586,15310.155876531,13211.050013379,10.791241768,16.664796245999998,850.53237784898,1313.45526026286,35,25,28,-0.08962977469002353,-1300.6833958290008,-0.41118431419571577,-9225.597535053,-0.2551104056480985,-4524.531358077,,,,
1783653840,2026-07-10T03:24:00+00:00,1.2280134624016e-05,1.279537506828e-05,5.124344818572e-06,5.88699160672e-06,12280.134624016,12795.37506828,5886.99160672,19.153888029,41.287661846,1509.983012603,3254.93310782526,51,91,40,-0.5543888183938318,-7324.058406658999,-0.717900194075449,-14981.479349600002,-0.7531942119780917,-17965.73751241,,,,
1783653900,2026-07-10T03:25:00+00:00,5.809643602837e-06,6.482959528704e-06,5.217527481316e-06,6.469131493968e-06,5809.643602837,6482.959528704,6469.131493968,6.988843655,4.583632221,551.17377796717,361.40393896442,30,21,28,0.0988858021444241,582.1398872479995,-0.6759683486246203,-13495.373413219999,-0.6882921275055998,-14284.696255712,,,,
1783653960,2026-07-10T03:26:00+00:00,6.495023072132e-06,6.51486810408e-06,6.150856881481e-06,6.49931375217e-06,6495.023072132,6514.86810408,6499.31375217,2.363554711,2.257194112,186.49430023267,178.10437648019,9,10,9,0.004665581188161516,30.182258202000412,-0.6660658563349076,-12963.54704079,-0.6667922241242219,-13005.974607585998,,,,
1783654020,2026-07-10T03:27:00+00:00,6.75739463436e-06,7.79646345002e-06,6.75739463436e-06,7.79646345002e-06,6757.39463436,7796.46345002,7796.46345002,5.592075176,0.743502401,441.20268238774,58.66034035627,17,5,12,0.1995825632232182,1297.14969785,-0.46274761049062685,-6715.269959188,-0.6344526114954392,-13531.724618605,-0.34542223987482235,-4114.212293881,,
1783654080,2026-07-10T03:28:00+00:00,7.68025483581e-06,8.102966219179e-06,7.59309158358e-06,7.971012001016e-06,7680.25483581,8102.966219178999,7971.012001016001,2.143647069,1.419202171,169.12493626123,111.98108900061,7,3,7,0.022388170240899674,174.5485509960008,-0.3966405400824572,-5240.038012362998,-0.6447324858221495,-14465.635547416,-0.3838280901982385,-4965.332344152999,,
1783654140,2026-07-10T03:29:00+00:00,7.994657909286e-06,8.094384930303e-06,7.948953165924e-06,7.948953165924e-06,7994.657909286,8094.384930303001,7948.953165923999,0.92016588,1.3519244499999998,72.5861558655,106.59118017478,7,5,6,-0.002767381994806861,-22.058835092001573,0.3502572615952553,2061.961559203999,-0.6190926885557628,-12919.517790396003,-0.36573218094577886,-4583.533785372002,,
1783654200,2026-07-10T03:30:00+00:00,7.870158839872e-06,8.982293605839e-06,7.780267477866e-06,8.982293605839e-06,7870.158839872,8982.293605839,8982.293605839,4.629836731,0.345214335,364.69420201687,27.206540168550003,7,4,7,0.12999704720173466,1033.3404399150013,0.3884852416764668,2513.162111871001,-0.5500868342292313,-10982.211301348998,-0.23137089485032225,-2703.828537674999,,
1783654260,2026-07-10T03:31:00+00:00,9.120819307662e-06,1.0856012783453e-05,9.120819307662e-06,1.0625114867838e-05,9120.819307662001,10856.012783453,10625.114867838,5.742245377000001,0.774624636,452.34177427702,61.01191643602,17,2,17,0.18289552024118572,1642.821261998999,0.6348056537954445,4125.8011156679995,-0.4540825739409666,-8837.745925122,-0.13129849205675503,-1605.9158955300009,,
1783654320,2026-07-10T03:32:00+00:00,1.0606684153855e-05,1.0606684153855e-05,9.21444048332e-06,9.21444048332e-06,10606.684153855,10606.684153855,9214.44048332,1.265438485,5.848575906,99.716552618,460.86579619224,5,7,5,-0.13276791847098812,-1410.674384517999,0.18187438989358218,1417.9770333000006,-0.36503515992974045,-5297.292925887999,-0.30020480883202694,-3952.8984747270006,,
1783654380,2026-07-10T03:33:00+00:00,8.994445425566e-06,1.1095511006316e-05,8.713389194e-06,1.1095511006316e-05,8994.445425566,11095.511006316001,11095.511006316001,7.777764428,1.782088796,612.91371583992,140.40739570857,10,4,8,0.20414375961308973,1881.0705229960004,0.39198272501681664,3124.4990053,-0.16013405481930398,-2115.5390070629983,0.13835970724999824,1348.582214256001,,
1783654440,2026-07-10T03:34:00+00:00,1.11394422455e-05,1.1172070395573e-05,1.0150111878065e-05,1.0150111878065e-05,11139.4422455,11172.070395573,10150.111878065,0.387736519,3.346986542,30.5673356761,263.78180331246,3,6,3,-0.0852055509397307,-945.3991282510015,0.27691177268184775,2201.1587121410003,0.7241593934801349,4263.120271344999,-0.055937519453935214,-601.4136694750014,,
1783654500,2026-07-10T03:35:00+00:00,1.0349751485524e-05,1.062705432621e-05,1.0349751485524e-05,1.062705432621e-05,10349.751485523999,10627.05432621,10627.05432621,1.461920837,0,115.29102029321,0,4,0,4,0.04698888582456928,476.9424481450005,0.18311144041225869,1644.7607203709995,0.6427327742710076,4157.922832242,-0.20319473410990485,-2710.024105794,,
1783654560,2026-07-10T03:36:00+00:00,1.095157090271e-05,1.2096335181195e-05,1.095157090271e-05,1.1651648841612e-05,10951.57090271,12096.335181195,11651.648841612001,4.410976824,1.6709815670000001,348.19030311781,131.89057508331,6,2,6,0.0964137835331278,1024.594515402001,0.09661391773573169,1026.5339737740014,0.7927506327451466,5152.335089442001,-0.23257238219562804,-3531.0844498319984,,
1783654620,2026-07-10T03:37:00+00:00,1.140291235989e-05,1.20216331288e-05,1.062862830738e-05,1.0755571230775e-05,11402.91235989,12021.6331288,10755.571230775,3.974700602,6.091856908,313.77861993534,480.93367319174,8,5,8,-0.07690564854965443,-896.077610837001,0.16725169045746813,1541.1307474549994,0.3795448795116727,2959.107780755,-0.3664067596877074,-6219.943257784998,,
