wallet,token_account,rank,addr_type,exchange,current_balance,current_supply_pct,current_usd_value,start_holding_ts,start_holding_utc,start_minutes_before_migration,holder_timing_class,is_on_curve,is_new,is_suspicious,transfer_in,buy_volume_cur,buy_amount_cur,sell_volume_cur,sell_amount_cur,buy_tx_count_cur,sell_tx_count_cur,history_bought_cost,history_sold_income,profit,profit_change,realized_profit,unrealized_profit,avg_cost,avg_sold,native_funder,native_funding_amount,native_funding_ts,native_funding_utc,native_funding_tx,token_transfer_type,tags,maker_token_tags,gmgn_name,gmgn_twitter_username,wallet_created_ts,wallet_created_utc
6d81QTVgkKXBBtcVkkrjVEEzkvkrsQafmEe1MmMi4hhf,By9T65jiVyjGTK6fop7tCP9V1coKb6zJKPfq59Ffwi7U,TOP73,0,,2443049.561606,0.25221261015788154,332.6162628525425,1787309650,2026-08-21T10:54:10+00:00,-736.317,post-migration,True,False,False,False,1329.57834840285,3923090.626211,1867.06616038232,1480041.064605,24,1,1329.57834840285,1867.06616038232,868.8160612282026,0.6528199119243009,1369.2216397121729,-500.4055784839703,0.00033891094422332615,0.0012614961875268042,is6MTRHEgyFLNTfYcuV4QBWLjrZBfmhVNYR6ccgr8KV,0.9967,1757825124,2025-09-14T04:45:24+00:00,,buy,,,,,1757825124,2025-09-14T04:45:24+00:00
523vCeJLoxM26JYU8abM9XhW9TALC9UuupqZ5wbQAECX,7zrKaCp3ZYp4ZT5bsfkomkg5krBefb8U4JFYQkbEZP5q,TOP74,0,,2379726.851865,0.24567537646559873,323.995003833179,1787681582,2026-08-25T18:13:02+00:00,-6935.183,post-migration,True,False,False,True,0,0,29.34510171516,273151.433692,0,1,0,29.34510171516,-53.60037880978132,-0.13171552320317023,-3.632848912611505,-49.96752989716981,,0.0001074316225198691,EMXJqHznGSnSzeMyigBGQNEFw4EeaNDbj1UwaFTpp3sg,2.716865098,1786023502,2026-08-06T13:38:22+00:00,3fuJ9mHCE1AzxmQ5a5Bh2xaRTrZBCfmfUYVuJJTgBHmJhcDeU1qkoBN3nKcLPDDNFxP94jj9subpB1amnBM1rxU1,transfer_in,,transfer_in,,,1786023502,2026-08-06T13:38:22+00:00
Dr3hocX2gnLfSgLXiQ6wdDNnGsV65U7ZgNbBfv51Ya6Z,GSupRugHzKPSRCmvrRaHtguG9F6QYqPqXdki2R776xyn,TOP75,0,,2330619.206581,0.24060566048830884,317.3090971252058,1787269702,2026-08-20T23:48:22+00:00,-70.517,post-migration,True,False,False,False,1597.55250204949,2330619.206581,0,0,8,0,1597.55250204949,0,-1282.927901407764,-0.8017111856455628,0,-1282.927901407764,0.0006854626862845977,,,,,,,buy,fomo,bundler,,,0,
3JrtmrHgcHFZ4QgdN7cyKTaAHXVSKo1TKKbW2JGVe3mq,ChobagFsafCRALxHEHktRPXpsDDqf91FNJuYn57imm3s,TOP76,0,,2266686.038322,0.23400540501429976,308.60472541174283,1787476176,2026-08-23T09:09:36+00:00,-3511.75,post-migration,True,False,False,False,759.36201462088,2787204.323785,292.52235795687,520518.285463,7,1,759.36201462088,292.52235795687,-162.19029409458722,-0.21248080927177176,92.90646911868,-255.0967632132672,0.000272445765149242,0.0005619828661670779,GJRs4FwHtemZ5ZE9x3FNvJ8TMwitKTh21yxdRPqn7npE,3.69193524,1786280510,2026-08-09T13:01:50+00:00,4PHKLZfxnyXR3jAfRbTJSYiYUQdXBbUCv1KLr48Ap7bJuqfG1jmuhCj49mjvy69ZLTezLWi4skPgjECYxxwgG9ck,buy,fomo,,,,1786280510,2026-08-09T13:01:50+00:00
67GCCJWjdLhoV6vp6Hsu9qVyGxsuoa3Grac3S6cghx5J,GRWr89yFsp1aFY3m1G2oRGvVmN7abQivW2x9k9RxwngY,TOP77,0,,2250179.877072,0.2323013618061822,306.3574449000011,1787268632,2026-08-20T23:30:32+00:00,-52.683,post-migration,True,False,False,False,1259.10177571365,2250179.877072,0,0,20,0,1259.10177571365,0,-965.1624789084187,-0.7590620176973646,0,-965.1624789084187,0.0005595560552928019,,,,0,,,buy,fomo,bundler,,,0,
2Xx5BdEQMNdzctSksKW6QsgZUtMEtVCf9TKAi8zGfdwy,4zUuNFn7r1ibFJezxze1Q7FYFviRFkAgZvWSCEKNk2Ag,TOP78,0,,2188341.437516,0.22591735941277333,297.93826626809965,1787557176,2026-08-24T07:39:36+00:00,-4861.75,post-migration,True,False,False,True,1776.97053577622,4289606.559614,1241.27744290828,2101425.442685,33,5,1776.97053577622,1241.27744290828,-238.94682858084334,-0.1343829989473545,-187.96026130445668,-50.986567276386666,0.00041425023742413354,0.0005906835511243713,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,0.648660135,1787048176,2026-08-18T10:16:16+00:00,9oA1tCuqY2PTznHCGhSZu55Hv6CvaP3Ztiea8b8qKuNmZrcV2gJFBdbChQ9b7FeoSoMi7FG5Dp2imTw14xZNGRU,buy,,transfer_in,,,1787048176,2026-08-18T10:16:16+00:00
3iFK3QqnQztW2wLGQ4x3ewr7jqEsfsktqfNcqsxoxXxL,8a84fQ1DtKrmXy1Mc4QNUppdcnZxJQnhnTCz8jHHG1Wz,TOP79,0,,2164186.674541,0.22342369906571719,294.6496440816745,1787691961,2026-08-25T21:06:01+00:00,-7108.167,post-migration,True,False,False,False,189.79361153576,2164186.674541,0,0,5,0,189.79361153576,0,104.60152562709453,0.5503949551181349,0,104.60152562709453,8.769743098802378e-05,,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,7.24436297,1748963647,2025-06-03T15:14:07+00:00,,buy,axiom,,,,1748963647,2025-06-03T15:14:07+00:00
As2r5fWX1Yvf3RzscLtRvurxeZvGWi1xH8gHY1JyNDaa,EgsYDfGrJVSjcfwsvD8DLgafrbv5s9ZN6aQ5txCWm2sJ,TOP80,0,,2118830.597283,0.21874128295286407,288.4745057822739,1787465389,2026-08-23T06:09:49+00:00,-3331.967,post-migration,True,False,False,False,986.98099295824,2771127.994272,622.94903092188,652297.396989,19,1,986.98099295824,622.94903092188,-77.30357584112357,-0.07818494593732865,362.62869190628,-439.93226774740356,0.0003561657906088631,0.0009550076909664336,is6MTRHEgyFLNTfYcuV4QBWLjrZBfmhVNYR6ccgr8KV,0.20373656,1756278377,2025-08-27T07:06:17+00:00,,buy,,,,,1756278377,2025-08-27T07:06:17+00:00
7CMXj1vVhskMd9TPQdqQYHjMZb7Ms4Puy6ewFn3B8ro,25R665faFnSnCM1xhiXzxhyYMHLw81LUHBq5DL9E1xZE,TOP81,2,meteora_dlmm,2078313.749041,0.21455845334061177,282.9582187381591,1787266273,2026-08-20T22:51:13+00:00,-13.367,post-migration,False,False,False,False,0,0,0,0,0,0,0,0,-3.157639531488134,-0.6599691328235454,-2.87442133403562,-0.2832181974525139,,,,,,,,,,,,,0,
HsPbAiZVEYB3A8J6xsV8zm3pYebmzvCKFmBeHLvEjCFy,GEkMXs1Bd7MCh8zMDtpLdgMyCeiKFNPMgf82gXi8HkXu,TOP82,0,,2077281.645813,0.21445190230981107,282.8176999685154,1787487637,2026-08-23T12:20:37+00:00,-3702.767,post-migration,True,False,False,False,682.9398940513,2077281.645813,0,0,3,0,682.9398940513,0,-403.08330433988465,-0.5876697975479961,0,-403.08330433988465,0.0003287661523548547,,CHCAMWtnmgyjsJqHcq5MdeDdg4X3Ux1XAwA2rMCXj1Ac,0.016617847,1782750753,2026-06-29T16:32:33+00:00,2Tp1Rq5tVkgCxrcxDgJbtvQkyYmNq1Fp2qMZvX8i2CTKYUcmnQTkC3E9vSnH22W6xTMm3dbDyYCya3mdMb9kMz8b,buy,"fomo,padre",,,,1782750753,2026-06-29T16:32:33+00:00
Ekva8dVweVY5S3RV8MB11saFfeVcvpaxB5KmuSW3eecv,9j7y6fd14RpYK3E9s32Znk3nGPZfUjjvYhknNhXQocpK,TOP83,0,,2043476.062374,0.21096192217553364,278.2151380705741,1787268292,2026-08-20T23:24:52+00:00,-47.017,post-migration,True,False,False,False,4876.1027807086,2043476.062374,0,0,2,0,4876.1027807086,0,-4624.765650985275,-0.9432559191968299,0,-4624.765650985275,0.002386180523712036,,CrL8Kd5ujHFBfMgzshxtXSyiv46pguRLU1Ro3T1qHqmj,5,1778439349,2026-05-10T18:55:49+00:00,uSfmusFG15T93r7GvG9kAd6BTManZJkuwhqbq2VE5XvesSgqP2T3YMgsFRidC4yJY5JCKGfcNSNtp7PiutSYdrS,buy,fomo,bundler,,,1767601498,2026-01-05T08:24:58+00:00
G5XAUooJ3gZ11ahBsoKwkeTzbn3EWBhYAm7YEzKRXvbJ,6TdG2qWV4c6mvX5iGqzDAFYmqDq43VeEZARgKTYkAc2c,TOP84,0,,2030302.603369,0.20960193647050568,276.42159823743054,1787695615,2026-08-25T22:06:55+00:00,-7169.067,post-migration,True,False,False,False,187.19732829168,2030302.603369,0,0,1,0,187.19732829168,0,88.91842486143054,0.47422357318253205,0,88.91842486143054,9.220168854684643e-05,,4NeMqm2cipBByuSdESyiAwRbRuiEvF1c4iR8CwcVmAP3,0.412965655,1786067242,2026-08-07T01:47:22+00:00,25tJbfoeb36b3Y6w1ZcPZogPVY9rXrfMyk6XWcSD2xAqkKav3vnhhRUunbVHNNF5TRCUEbfHKUJJSjeJJeBBF5p9,buy,fomo,,,,1786067242,2026-08-07T01:47:22+00:00
5nsM7UhNUoMZYJNFc8DdhCXTeaGtXy6MabcA5rkCi9va,9UovX9DTxMv1CNR3WYBJXyEiEJ33mcFafjCBWGkSrcWd,TOP85,0,,1992938.556401,0.20574459196142988,271.3345587181122,1787520044,2026-08-23T21:20:44+00:00,-4242.883,post-migration,True,False,False,False,659.61833440589,1992938.556401,0,0,4,0,659.61833440589,0,-388.48557329187776,-0.5887749622134838,0,-388.48557329187776,0.00033097775758680637,,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,3.671324,1783366732,2026-07-06T19:38:52+00:00,Pfu2sL1wbzMzkdmV9dQS94vVgAoRTV2gZtzuMNYbWK4KvaoBRhPAq4agwu9YWcM47o6uDqSJNkHahMyNZuFBztB,buy,,,,,1783366732,2026-07-06T19:38:52+00:00
FGtMzhL1UrD4jEF17B7PH5EZh2cVLQQ8CuUN81z19VHC,BqqN2ss6r7pgv3ekfvADqBrmcTmNvVYbhTrtuLJ36uQX,TOP86,0,,1982460.540155,0.204662875131689,269.90799797181216,1787271643,2026-08-21T00:20:43+00:00,-102.867,post-migration,True,False,False,False,1012.84483142687,1982460.540155,0,0,8,0,1012.84483142687,0,-743.5693210430878,-0.7336812645850203,0,-743.5693210430878,0.0005109028961291103,,9uePTSTwcMTgZZsyZ7bY5cAXXdZ6W37pjHmdKBCBwx6z,0.05,1737352089,2025-01-20T05:48:09+00:00,,buy,,,,,1737352089,2025-01-20T05:48:09+00:00
149iCKvEBdK39mRKJGoX8mC54uzoWM1BAnQ2CMUwe3hQ,9Ea7REnHrjGv4vpX5MvMczzwLeEnYMsS91CTe1fisfFp,TOP87,0,,1973169.251601,0.20370367226705538,268.6430078035879,1787347260,2026-08-21T21:21:00+00:00,-1363.15,post-migration,True,True,False,False,550.17827883072,1973169.251601,0,0,1,0,550.17827883072,0,-281.82681403733204,-0.5119750490496043,0,-281.82681403733204,0.0002788297447795285,,2snHHreXbpJ7UwZxPe37gnUNf7Wx7wv6UKDSR2JckKuS,24.655828291,1787390494,2026-08-22T09:21:34+00:00,37PqK3weLWxkvLnu41kpykQFTh72qrBm4dX1QQG1D3UZSfSEVdQ86kyaEMsCuyyrRvA5DX1XHoAsqZ3VnBn8DSmR,buy,fresh_wallet,,,,1787390494,2026-08-22T09:21:34+00:00
F8Y1SSemRKZyTT8uBhmFy4kpS57xBHb34dn5EKCPZ6tu,CXTEnsVHVPDWGieRZVBwQXfLDdXQnXxyoYfcrqZuxgZR,TOP88,0,,1857045.266864,0.19171540409897134,252.8329618520945,1787296102,2026-08-21T07:08:22+00:00,-510.517,post-migration,True,False,False,False,1478.48889985193,1857045.266864,0,0,2,0,1478.48889985193,0,-1226.3256565531055,-0.8290697436325699,0,-1226.3256565531055,0.0007961512442551604,,G4bbj16zDUVvJhUjRh8QphE21aTSP2rwKFQyjq2nKDtB,0.163431113,1769894227,2026-01-31T21:17:07+00:00,53JwgZUL3SFc4vLhr9Sr2ZXt3RWFKgFLeDxHsxowuMYDYbiaZegCD27piH29V1pF7yvRV9rJ8NrwE22BLsFySBR5,buy,,,,,1769894227,2026-01-31T21:17:07+00:00
HX8jXnkcQW3KaEtQHeXmwZKfZbUtbN8JUaydG5jscw5V,2LPT9wjCfpBSn2iRgTXWvTqa4yqH5wdRtTw8adLJPUiX,TOP89,0,,1856766.922192,0.1916866686867424,252.79506578725798,1787264986,2026-08-20T22:29:46+00:00,8.083,final-ten-minutes,True,False,False,False,6192.29259237873,31747994.503062,20890.78410095414,29891227.58087,17,25,6192.29259237873,20890.78410095414,14942.727067806049,2.4097860792989447,14916.28444541686,26.442622389187477,0.00019504515763291762,0.0006988934811872355,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,1.715143796,1785055443,2026-07-26T08:44:03+00:00,2qXQrD5WqDnTEPRP4WuJpXLEvdB9C5AY6jCbwiRE5hap4jgEB37F2V1g4Y3tuW8eTENVqc8Cj39dLj4pGjb5UC4U,buy,,,,,1785055443,2026-07-26T08:44:03+00:00
2BFxTEVTiQHb8oPgkimveNo2cjgYjjEo26TQtWrRn41U,5t6uuuyoZKkpn5NPXm5Q73ALhjKpHrjtRT5PbCsgTbnp,TOP90,0,,1821138.542195,0.18800850887534948,247.944333819994,1787751025,2026-08-26T13:30:25+00:00,-8092.567,post-migration,True,False,False,False,238.83369127632,1821138.542195,0,0,2,0,238.83369127632,0,8.987582139093973,0.03761175223496461,0,8.987582139093973,0.00013114526201200274,,B2jMGA2tjDb3ggqxZ97qN18TZMWJRXaWmMcgvkocSVQT,0.1,1766564461,2025-12-24T08:21:01+00:00,XXtRVCDgFAGoaKBenEyrQB73zUubrzuTM8nwru6cykq4PovLwtfhRF2uCuHtmEL7q7d8uGczVxjN3f6o6qyK8x5,buy,,,,,1767786747,2026-01-07T11:52:27+00:00
6iE2JHaih2QV554raZi6Lt7WjFgniUh7vXuQSJL9VBaW,9iG9awJPmgmJQNWnuKWEd7ExTcbuL8TXHWEWZreQS7yG,TOP91,0,,1803354.338194,0.1861725246279714,245.52305036934996,1787766629,2026-08-26T17:50:29+00:00,-8352.633,post-migration,True,True,False,False,1262.33530811538,4220386.192019,685.84569457659,2417031.853825,15,7,1262.33530811538,685.84569457659,-345.05828081083007,-0.27033138115063915,-383.9379129378911,38.87963212706106,0.0002991042171691612,0.00028375533962915126,FuNwwgKH52SYov3DFvuWs3nyqsfJbDxVX5gMtvskfbU5,20.332033985,1787600020,2026-08-24T19:33:40+00:00,3T8VSgJEZB1kz3kbmqpNXg1exWrQ7wjnFSsF5ZSNcpyzY8GBs1b3AvdPRCrbVM4QAP5TWbMCA4Qs5GqKtEzHaZur,buy,"fomo,fresh_wallet",bundler,,,1787600020,2026-08-24T19:33:40+00:00
FdVskw7cj3LeZkM4MStk7YmQL6ejHsas1afSnBRKA7MC,Afhj5H4kj294wU6wpHMzX1wkuCkzLwZXHat5V1nSqPnE,TOP92,0,,1789032.225355,0.18469395558096227,243.57312363698802,1787274805,2026-08-21T01:13:25+00:00,-155.567,post-migration,True,False,False,True,226.53089886523,424239.269475,0,0,21,0,226.53089886523,0,-729.3596983660967,-0.7496506252759394,0,-729.3596983660967,0.0005339696609075442,,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,0.077722,1787097105,2026-08-18T23:51:45+00:00,oxjzLjQ8BAnCksvuWL8cwKsthmvrZRRJqt9BEDXXYsVzuD5TE27zicTmFcLfTxnw42tUPSYgLPgMpzuCqTbsc7F,transfer_in,axiom,transfer_in,,,1787097105,2026-08-18T23:51:45+00:00
CYHtsZenR9dJQ41XfKbvG8J3BndjpkrtyvFquGSFUd4q,9X5WNiSQr3epSf8YMDdDDrRmLQmw8No3b2yesoMJmuNS,TOP93,0,,1758678.184053,0.18156030159950767,239.44048222888418,1787270751,2026-08-21T00:05:51+00:00,-88.0,post-migration,True,False,False,False,586.74501188194,1758678.184053,0,0,8,0,586.74501188194,0,-352.40197116595243,-0.595432059908102,0,-352.40197116595243,0.00033362841320391204,,,,0,,,buy,fomo,bundler,,,0,
3YEyUKf1F1ujhW8QFJzSCpwYCFemovbFkU2z3Z6wd8e1,DduAuwbLouuP412XqF2cq56qwYt3VZitt8vrdu445uMh,TOP94,0,,1720548.744387,0.1776239404003114,234.2492360398264,1787267765,2026-08-20T23:16:05+00:00,-38.233,post-migration,True,False,False,False,3886.85624724703,1720548.744387,0,0,3,0,3886.85624724703,0,-3665.7136088892034,-0.9399355210923582,0,-3665.7136088892034,0.0022590794128485125,,,,0,,,buy,fomo,bundler,,,1763603110,2025-11-20T01:45:10+00:00
9v7pNQFtRaFgqGWMydLgvcKJacRiEcwQ52AmT3MueG9Y,6bkQjZh86jAYzcjWtGBzJtNVxKkZCwdRjsMa6x5RCdy3,TOP95,0,,1648411.369751,0.17017670894303297,224.42787820063177,1787700808,2026-08-25T23:33:28+00:00,-7255.617,post-migration,True,False,False,True,0,0,0,0,0,0,0,0,77.09049979304311,0.5232243211208958,0,77.09049979304311,,,,,,,,transfer_in,fresh_wallet,transfer_in,,,0,
73zm5te9V3yLoiESNy1qC7Trq2yXP8zMfK19HHNdiZFr,4wckRK4XRCHTA6JULXBWSFXAuoteGywnLMugaiZbxUvA,TOP96,0,,1609930.036675,0.16620401939551815,219.18872243462718,1787716533,2026-08-26T03:55:33+00:00,-7517.7,post-migration,True,False,False,False,285.59020835581,1609930.036675,0,0,1,0,285.59020835581,0,-66.73910673837284,-0.23341242064966156,0,-66.73910673837284,0.00017739293127646804,,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,298.564136,1777116525,2026-04-25T11:28:45+00:00,2Q6wKfRRuEEZKLduxMv2kN9QjUTcV2fR2xD1FDhguAqXt4h7rbcutqpt6xX4t9PW9ZczduJXUgWj7ae7zFvsBwtF,buy,,,,,1777116525,2026-04-25T11:28:45+00:00
A3DvRLMk73rMt8vU9UEtv4hMZotnX4JYPZt4NqiFe651,8J2V2Vq5cjmsvCh26ujMTZPS3Xf17fMxYGFbUXJ1eBVB,TOP97,0,,1579080.120212,0.1630191728510334,214.98856862502097,1787500053,2026-08-23T15:47:33+00:00,-3909.7,post-migration,True,False,False,False,506.52466639261,1579080.120212,0,0,5,0,506.52466639261,0,-292.00162748446905,-0.5759512308624763,0,-292.00162748446905,0.00032077198611341285,,2enAUdDdaSnNCuAP6cYNoEpAHoTazpkpi7EzirX41ov3,0.080965938,1782404364,2026-06-25T16:19:24+00:00,2tZGvPaiB5Nguu2Xv7zeYjExEtQ1rAhoLggaVA33FHxngfLtdS57NqZXRLhqrJTRjjULpTzQ1UXhn9A2r9kM1uJw,buy,,,,,1782404364,2026-06-25T16:19:24+00:00
2KyfhTZi8vph92J5NLqZqnJot3gJwrumzJhenJchA1FH,34G1sfv5NExsNmTPtNrCpQYaFRrX7b5nQ37kxgdijLuQ,TOP98,0,,1566721.85674,0.1617433453212624,213.3060160170004,1787390830,2026-08-22T09:27:10+00:00,-2089.317,post-migration,True,False,False,False,934.63782166838,1566721.85674,0,0,1,0,934.63782166838,0,-721.9022939295396,-0.771916038653256,0,-721.9022939295396,0.0005965563176690172,,3mDwijBfu7EfV5kcdydJhGBjA1627KQa3uthcAJd2GXx,20,1776815100,2026-04-21T23:45:00+00:00,2NvTLYwHxgSLWhSGyE1Q5BaPeAXk3TPVay8kujHrZTXpWrYK9ESuxxRyw2y1JrUBe6ewAn23hLM1Uc5GznDa1k8V,buy,gmgn,,,,1776815100,2026-04-21T23:45:00+00:00
84WwXY3KV3oETbWTLrJq3RoU3RvLRNXGw1b7Jbcz2hsK,7bFxexmL8WkTftpkituDqDzMu4yExvEm8NQHuMCZZYgU,TOP99,0,,1514066.040129,0.15630732750313645,206.1370329501623,1787785860,2026-08-26T23:11:00+00:00,-8673.15,post-migration,True,False,False,False,1221.94315106296,3872990.84356,1016.42386748846,2358171.85231,6,9,1221.94315106296,1016.42386748846,0.3313168320014128,0.00027100048860202253,16.798077969479117,-16.466761137477704,0.0003155037541838768,0.0004310219658049091,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,12.808,1787156152,2026-08-19T16:15:52+00:00,5t14Wca3vaWZv1Be4pxJ4WKT6BUnmieqfxP4P6Vh46Cj5kAJnThCZL8hhYjSHvrSUpmSLsirSrHE77B9TvVMcQi4,buy,fresh_wallet,,,,1787156152,2026-08-19T16:15:52+00:00
9FYLKEadpmmFjm3GohpEhLHbtWQfTkMhWCphJeSY7kxA,9mmxT46WGcpeJZfZqrq4GQevxGNB5JtyoN27cxhAQBo3,TOP100,0,,1503671.572413,0.15523423595597566,204.7218471674537,1787541001,2026-08-24T03:10:01+00:00,-4592.167,post-migration,True,False,False,False,459.3554435962,1503671.572413,0,0,3,0,459.3554435962,0,-254.67955251624636,-0.5543726089898603,0,-254.67955251624636,0.00030548921188890637,,H9eugC8FXRqWgDzFcALpeASZTEGzrrNjv3ZL9oiLUbEM,0.061900754,1773750991,2026-03-17T12:36:31+00:00,ieF9Ts4ShVmsamaxizy7jiGo5jTUo2ySNvL7K4itq97mdpcCRB6W1qKNNNNC8UGpFawMB6rEaGrAwk4TYWGUvj4,buy,,,,,1773976322,2026-03-20T03:12:02+00:00
