wallet,requested_period,code,msg,data.twitter_bind,data.twitter_fans_num,data.twitter_username,data.twitter_name,data.ens,data.avatar,data.name,data.eth_balance,data.sol_balance,data.trx_balance,data.bnb_balance,data.balance,data.total_value,data.unrealized_profit,data.unrealized_pnl,data.realized_profit,data.pnl,data.pnl_1d,data.pnl_7d,data.pnl_30d,data.realized_profit_1d,data.realized_profit_7d,data.realized_profit_30d,data.winrate,data.all_pnl,data.total_profit,data.total_profit_pnl,data.buy_1d,data.sell_1d,data.buy_30d,data.sell_30d,data.buy_7d,data.sell_7d,data.buy,data.sell,data.history_bought_cost,data.token_avg_cost,data.token_sold_avg_profit,data.token_num,data.profit_num,data.pnl_lt_minus_dot5_num,data.pnl_minus_dot5_0x_num,data.pnl_lt_2x_num,data.pnl_2x_5x_num,data.pnl_gt_5x_num,data.last_active_timestamp,data.tags,data.tag_rank.axiom,data.followers_count,data.is_contract,data.updated_at,data.refresh_requested_at,data.avg_holding_peroid,data.risk.token_active,data.risk.token_honeypot,data.risk.token_honeypot_ratio,data.risk.no_buy_hold,data.risk.no_buy_hold_ratio,data.risk.sell_pass_buy,data.risk.sell_pass_buy_ratio,data.risk.fast_tx,data.risk.fast_tx_ratio,data.tag_rank.gmgn,data.tag_rank.photon,data.tag_rank.kol
2yavzzNeqWjtUBXYR7Fx8RhdbWNHDfRcRhx6VuexLFjT,7d,0,success,False,0,,,,,,38.17317597,38.17317597,38.17317597,38.17317597,38.17317597,0,0,0,35400.42060174659,1.1821611786072146,0,1.1821611786072146,1.2570293859549042,0,13205.547741206805,35400.42060174659,,0.9053001431039193,38048.26308406372,0.9053001431039193,0,0,286,277,102,107,102,107,,,,,,,,,,,1787779624,[],,0,False,1787779624,,,1,0,0,1,0.5,0,0,0,0,,,
2yavzzNeqWjtUBXYR7Fx8RhdbWNHDfRcRhx6VuexLFjT,30d,0,success,False,0,,,,,,38.17317597,38.17317597,38.17317597,38.17317597,38.17317597,0,0,0,35400.42060174659,1.2570293859549042,0,1.1821611786072146,1.2570293859549042,0,13205.547741206805,35400.42060174659,,0.9053001431039193,38048.26308406372,0.9053001431039193,0,0,286,277,102,107,286,277,,,,,,,,,,,1787779624,[],,0,False,1787779624,,,1,0,0,1,0.5,0,0,0,0,,,
7obWefa4XK7KPZuLKia3zLHjGBkXwuMSRdaGNtZCcbyx,30d,0,success,False,0,,,,,,1.319117161,1.319117161,1.319117161,1.319117161,1.319117161,0,0,0,20187.386092177643,0.40233350280531455,0,0.5764508738953935,0.40233350280531455,0,11824.36353335875,20187.386092177643,,0.17693256815448102,245936.11605866445,0.17693256815448102,0,0,346,258,130,87,346,258,,,,,,,,,,,1787783962,"[""axiom"", ""photon""]",,0,False,1787783962,,,116,0,0,26,0.18309859154929578,0,0,5,0.04310344827586207,,,
7obWefa4XK7KPZuLKia3zLHjGBkXwuMSRdaGNtZCcbyx,7d,0,success,False,0,,,,,,1.319117161,1.319117161,1.319117161,1.319117161,1.319117161,0,0,0,20187.386092177643,0.5764508738953935,0,0.5764508738953935,0.40233350280531455,0,11824.36353335875,20187.386092177643,,0.17693256815448102,245936.11605866445,0.17693256815448102,0,0,346,258,130,87,130,87,,,,,,,,,,,1787783962,"[""axiom"", ""photon""]",,0,False,1787783962,,,28,0,0,26,0.48148148148148145,0,0,0,0,,,
Gmh3Wt423pU6GsS3FQyZjknifnAFW7g3J8HhbF2TrbZL,7d,0,success,False,0,,,,,,7.631627664,7.631627664,7.631627664,7.631627664,7.631627664,0,0,0,14294.410373478926,0.37103322322158744,0,0.37103322322158744,0.2692796301750091,0,8371.307212975073,14294.410373478926,,0.26212932337352823,2130985.6769629926,0.26212932337352823,0,0,485,253,169,84,169,84,,,,,,,,,,,1787783962,"[""axiom"", ""photon""]",,0,False,1787783962,,,30,0,0,40,0.5714285714285714,1,0.03333333333333333,0,0,,1,
Gmh3Wt423pU6GsS3FQyZjknifnAFW7g3J8HhbF2TrbZL,30d,0,success,False,0,,,,,,7.631627664,7.631627664,7.631627664,7.631627664,7.631627664,0,0,0,14294.410373478926,0.2692796301750091,0,0.37103322322158744,0.2692796301750091,0,8371.307212975073,14294.410373478926,,0.26212932337352823,2130985.6769629926,0.26212932337352823,0,0,485,253,169,84,485,253,,,,,,,,,,,1787783962,"[""axiom"", ""photon""]",,0,False,1787783962,,,123,0,0,40,0.24539877300613497,1,0.008130081300813009,5,0.04065040650406504,,1,
9GBsoKrngqmLcqf6ELncpEjVxAgGoaseuDBhVZrmtJer,7d,0,success,False,0,,,,,,100.454633687,100.454633687,100.454633687,100.454633687,100.454633687,0,0,0,6022.349395949935,0.0644120329285151,0,0.0644120329285151,0.022609607537910654,0,7911.526097220144,6022.349395949935,,0.022609607537910657,6022.349395949935,0.022609607537910657,0,0,1840,1790,589,716,589,716,,,,,,,,,,,1787795643,[],,0,False,,,,,,,,,,,,,,,
9GBsoKrngqmLcqf6ELncpEjVxAgGoaseuDBhVZrmtJer,30d,0,success,False,0,,,,,,100.454633687,100.454633687,100.454633687,100.454633687,100.454633687,0,0,0,6022.349395949935,0.022609607537910654,0,0.0644120329285151,0.022609607537910654,0,7911.526097220144,6022.349395949935,,0.022609607537910657,6022.349395949935,0.022609607537910657,0,0,1840,1790,589,716,1840,1790,,,,,,,,,,,1787795643,[],,0,False,,,,,,,,,,,,,,,
7fnq9wNj5WoMxasNcWNWS88peQjdWb1m5k8qS7grxGt2,7d,0,success,False,0,,,,,,25.880107908,25.880107908,25.880107908,25.880107908,25.880107908,0,0,0,9854.838128622956,0.2676037223225848,0,0.2676037223225848,0.15237450663438964,0,3140.9984467344348,9854.838128622956,,0.13698356556755623,11717.013211040661,0.13698356556755623,0,0,542,800,84,113,84,113,,,,,,,,,,,1787793170,"[""axiom""]",,0,False,1787793170,,,,,,,,,,,,,,
7fnq9wNj5WoMxasNcWNWS88peQjdWb1m5k8qS7grxGt2,30d,0,success,False,0,,,,,,25.880107908,25.880107908,25.880107908,25.880107908,25.880107908,0,0,0,9854.838128622956,0.15237450663438964,0,0.2676037223225848,0.15237450663438964,0,3140.9984467344348,9854.838128622956,,0.13698356556755623,11717.013211040661,0.13698356556755623,0,0,542,800,84,113,542,800,,,,,,,,,,,1787793170,"[""axiom""]",,0,False,1787793170,,,,,,,,,,,,,,
2dqe7VxbsajyPU1nVAJhgQYC2yGGEZLJJwW2yeNCq9rt,7d,0,success,False,0,,,,,,113.444579105,113.444579105,113.444579105,113.444579105,113.444579105,0,0,0,5598.542154605002,0.034581419752302466,0,0.034581419752302466,0.026466553151587337,0,4147.114551385895,5598.542154605002,,0.026466553151587333,5598.542154605002,0.026466553151587333,0,0,1434,1374,571,640,571,640,,,,,,,,,,,1787796083,[],,0,False,,,,,,,,,,,,,,,
2dqe7VxbsajyPU1nVAJhgQYC2yGGEZLJJwW2yeNCq9rt,30d,0,success,False,0,,,,,,113.444579105,113.444579105,113.444579105,113.444579105,113.444579105,0,0,0,5598.542154605002,0.026466553151587337,0,0.034581419752302466,0.026466553151587337,0,4147.114551385895,5598.542154605002,,0.026466553151587333,5598.542154605002,0.026466553151587333,0,0,1434,1374,571,640,1434,1374,,,,,,,,,,,1787796083,[],,0,False,,,,,,,,,,,,,,,
9G7Vq23iCSq2GmY94exbpzckbS4UDSPt3nTn98b72bxM,30d,0,success,False,0,,,,,,48.627259996,48.627259996,48.627259996,48.627259996,48.627259996,0,0,0,8773.694970291554,0.1260805021230385,0,0.1241771139381221,0.1260805021230385,0,2122.783870652998,8773.694970291554,,0.1270353643792032,10164.065470698048,0.1270353643792032,0,0,545,832,92,138,545,832,,,,,,,,,,,1787793170,[],,0,False,,,,,,,,,,,,,,,
9G7Vq23iCSq2GmY94exbpzckbS4UDSPt3nTn98b72bxM,7d,0,success,False,0,,,,,,48.627259996,48.627259996,48.627259996,48.627259996,48.627259996,0,0,0,8773.694970291554,0.1241771139381221,0,0.1241771139381221,0.1260805021230385,0,2122.783870652998,8773.694970291554,,0.1270353643792032,10164.065470698048,0.1270353643792032,0,0,545,832,92,138,92,138,,,,,,,,,,,1787793170,[],,0,False,,,,,,,,,,,,,,,
5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,7d,0,success,True,41235,Mystayor,Mystayor 兽 💹🧲,,https://gmgn.ai/defi/images/twitter/46c606ac84721acd2f06cf458952ff1b.jpg,Mystayor 兽 💹🧲,0.05139642,0.05139642,0.05139642,0.05139642,0.05139642,0,0,0,20192.574852805697,-0.14572845579345928,0,-0.14572845579345928,0.10091141928012674,0,-16513.27620994585,20192.574852805697,,0.006666579629164636,15266.05433294944,0.006666579629164636,0,0,709,595,358,251,358,251,,,,,,,,,,,1787793223,"[""kol""]",,41235,False,1787793223,,,46,3,0.06521739130434782,4,0.08,29,0.6304347826086957,6,0.13043478260869565,,,
5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,30d,0,success,True,41235,Mystayor,Mystayor 兽 💹🧲,,https://gmgn.ai/defi/images/twitter/46c606ac84721acd2f06cf458952ff1b.jpg,Mystayor 兽 💹🧲,0.05139642,0.05139642,0.05139642,0.05139642,0.05139642,0,0,0,20192.574852805697,0.10091141928012674,0,-0.14572845579345928,0.10091141928012674,0,-16513.27620994585,20192.574852805697,,0.006666579629164636,15266.05433294944,0.006666579629164636,0,0,709,595,358,251,709,595,,,,,,,,,,,1787793223,"[""kol""]",,41235,False,1787793223,,,183,5,0.0273224043715847,4,0.0213903743315508,77,0.4207650273224044,10,0.0546448087431694,,,
ArhaoyHT6D7PsumcAN7uPNg5cocAyEjhufs5uHnJvyuS,30d,0,success,False,0,,,,,,0.31449011,0.31449011,0.31449011,0.31449011,0.31449011,0,-905.4807029040335,-0.037285625004885345,7113.163538886339,0.384401232751793,0,-0.014956795563924763,0.384401232751793,0,-166.20229891866546,7113.163538886339,,0.384401232751793,6207.682835982305,0.3354683076859698,0,0,179,91,139,50,179,91,,,,,,,,,,,1787782334,[],,0,False,,,,,,,,,,,,,,,
ArhaoyHT6D7PsumcAN7uPNg5cocAyEjhufs5uHnJvyuS,7d,0,success,False,0,,,,,,0.31449011,0.31449011,0.31449011,0.31449011,0.31449011,0,-905.4807029040335,-0.037285625004885345,7113.163538886339,-0.014956795563924763,0,-0.014956795563924763,0.384401232751793,0,-166.20229891866546,7113.163538886339,,0.384401232751793,6207.682835982305,0.3354683076859698,0,0,179,91,139,50,139,50,,,,,,,,,,,1787782334,[],,0,False,,,,,,,,,,,,,,,
